number_of_fixational_trials,size,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,key_resp_3.keys,key_resp_3.rt,key_resp_2.keys,key_resp_2.rt,key_resp_4.keys,key_resp_4.rt,participant,gender,age,frameRate,expName,date,
6,"[2.6, 2.6]",1,10,50,5,,,,,3,0,3,0,,,down,1.8669005892,space,0.675513565773,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
2,"[2.6, 2.6]",1,11,51,1,0,0,0,0,3,0,3,0,,,,,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
2,"[2.6, 2.6]",1,11,51,1,1,0,1,0,3,0,3,0,,,,,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
2,"[2.6, 2.6]",1,11,51,1,,,,,0,0,0,0,,,down,0.750282732071,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
2,"[2.6, 2.6]",1,11,51,1,,,,,1,0,1,0,,,down,0.158806813299,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
2,"[2.6, 2.6]",1,11,51,1,,,,,2,0,2,0,,,down,0.192102291156,space,1.09217677847,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
4,"[2.7, 2.7]",1,12,52,13,0,0,0,0,2,0,2,0,,,,,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
4,"[2.7, 2.7]",1,12,52,13,1,0,1,0,2,0,2,0,,,,,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
4,"[2.7, 2.7]",1,12,52,13,2,0,2,0,2,0,2,0,,,,,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
4,"[2.7, 2.7]",1,12,52,13,3,0,3,0,2,0,2,0,,,,,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
4,"[2.7, 2.7]",1,12,52,13,,,,,0,0,0,0,,,down,0.558840445126,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
4,"[2.7, 2.7]",1,12,52,13,,,,,1,0,1,0,,,right,0.375477683963,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
4,"[2.7, 2.7]",1,12,52,13,,,,,2,0,2,0,,,down,1.35027949524,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
4,"[2.7, 2.7]",1,12,52,13,,,,,3,0,3,0,,,down,0.275510328938,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
4,"[2.7, 2.7]",1,12,52,13,,,,,4,0,4,0,,,down,1.54221560108,space,0.742112416192,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
3,"[2.7, 2.7]",1,13,53,12,0,0,0,0,4,0,4,0,,,,,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
3,"[2.7, 2.7]",1,13,53,12,1,0,1,0,4,0,4,0,,,,,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
3,"[2.7, 2.7]",1,13,53,12,2,0,2,0,4,0,4,0,,,,,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
3,"[2.7, 2.7]",1,13,53,12,,,,,0,0,0,0,,,right,1.37548084185,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
3,"[2.7, 2.7]",1,13,53,12,,,,,1,0,1,0,,,down,0.825486506335,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
3,"[2.7, 2.7]",1,13,53,12,,,,,2,0,2,0,,,down,0.550216179108,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
3,"[2.7, 2.7]",1,13,53,12,,,,,3,0,3,0,,,down,0.642169929808,space,0.642164798221,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
1,"[2.9, 2.9]",1,14,54,30,0,0,0,0,3,0,3,0,,,,,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
1,"[2.9, 2.9]",1,14,54,30,,,,,0,0,0,0,,,left,1.16695028683,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
1,"[2.9, 2.9]",1,14,54,30,,,,,1,0,1,0,,,down,0.625463769422,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
1,"[2.9, 2.9]",1,14,54,30,,,,,2,0,2,0,,,down,0.575491341995,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
1,"[2.9, 2.9]",1,14,54,30,,,,,3,0,3,0,,,right,2.37547413132,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
1,"[2.9, 2.9]",1,14,54,30,,,,,4,0,4,0,,,down,0.783556499169,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
1,"[2.9, 2.9]",1,14,54,30,,,,,5,0,5,0,,,down,0.0588173528668,,,DMA,f,19,59.9979395196,Set,2017_03_08_2349,
