number_of_fixational_trials,size,estimating_threshold.thisRepN,estimating_threshold.thisTrialN,estimating_threshold.thisN,estimating_threshold.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,rating_up.response,rating_up.rt,rating_down.response,rating_down.rt,answer.keys,answer.rt,participant,gender,age,frameRate,expName,date,
1,3,,,,,0,11,11,16,,,,,1,0,1,0,,,,,down,0.842204446672,AOM,f,47,60.008290673,Set,2017_05_01_2019,
1,3,,,,,0,11,11,16,,,,,2,0,2,0,,,,,right,0.758804665529,AOM,f,47,60.008290673,Set,2017_05_01_2019,
1,3,,,,,0,11,11,16,,,,,3,0,3,0,,,,,down,0.975427858182,AOM,f,47,60.008290673,Set,2017_05_01_2019,
1,3,,,,,0,11,11,16,,,,,4,0,4,0,,,,,down,0.94211934082,AOM,f,47,60.008290673,Set,2017_05_01_2019,
4,2,,,,,0,12,12,11,,,,,0,0,0,0,,,,,down,0.708802612848,AOM,f,47,60.008290673,Set,2017_05_01_2019,
4,2,,,,,0,12,12,11,,,,,1,0,1,0,,,,,left,0.558809481328,AOM,f,47,60.008290673,Set,2017_05_01_2019,
4,2,,,,,0,12,12,11,,,,,2,0,2,0,,,,,down,0.658853850095,AOM,f,47,60.008290673,Set,2017_05_01_2019,
4,2,,,,,0,12,12,11,,,,,3,0,3,0,,,,,down,0.825454068952,AOM,f,47,60.008290673,Set,2017_05_01_2019,
4,2,,,,,0,12,12,11,,,,,4,0,4,0,,,,,left,0.742111919681,AOM,f,47,60.008290673,Set,2017_05_01_2019,
4,2,,,,,0,12,12,11,,,,,5,0,5,0,,,,,down,0.675454621552,AOM,f,47,60.008290673,Set,2017_05_01_2019,
4,2,,,,,0,12,12,11,,,,,6,0,6,0,,,,,down,0.842170499091,AOM,f,47,60.008290673,Set,2017_05_01_2019,
5,2,,,,,0,13,13,12,,,,,0,0,0,0,,,,,down,1.26689485239,AOM,f,47,60.008290673,Set,2017_05_01_2019,
5,2,,,,,0,13,13,12,,,,,1,0,1,0,,,,,down,0.575486832298,AOM,f,47,60.008290673,Set,2017_05_01_2019,
3,1,,,,,0,14,14,2,,,,,0,0,0,0,,,,,down,0.875461647869,AOM,f,47,60.008290673,Set,2017_05_01_2019,
3,1,,,,,0,14,14,2,,,,,1,0,1,0,,,,,down,0.575484858593,AOM,f,47,60.008290673,Set,2017_05_01_2019,
2,3,,,,,0,15,15,17,,,,,0,0,0,0,,,,,down,1.07545722678,AOM,f,47,60.008290673,Set,2017_05_01_2019,
2,3,,,,,0,15,15,17,,,,,1,0,1,0,,,,,down,0.642237288994,AOM,f,47,60.008290673,Set,2017_05_01_2019,
7,3,,,,,0,16,16,22,,,,,0,0,0,0,,,,,left,1.07545643731,AOM,f,47,60.008290673,Set,2017_05_01_2019,
7,3,,,,,0,16,16,22,,,,,1,0,1,0,,,,,down,0.692131182994,AOM,f,47,60.008290673,Set,2017_05_01_2019,
7,3,,,,,0,16,16,22,,,,,2,0,2,0,,,,,down,0.942200262449,AOM,f,47,60.008290673,Set,2017_05_01_2019,
3,3,,,,,0,17,17,18,,,,,0,0,0,0,,,,,left,1.00873953348,AOM,f,47,60.008290673,Set,2017_05_01_2019,
3,3,,,,,0,17,17,18,,,,,1,0,1,0,,,,,down,1.02530517319,AOM,f,47,60.008290673,Set,2017_05_01_2019,
3,3,,,,,0,17,17,18,,,,,2,0,2,0,,,,,down,0.641978339816,AOM,f,47,60.008290673,Set,2017_05_01_2019,
3,3,,,,,0,17,17,18,,,,,3,0,3,0,,,,,left,0.942125656642,AOM,f,47,60.008290673,Set,2017_05_01_2019,
3,3,,,,,0,17,17,18,,,,,4,0,4,0,,,,,down,0.758803481294,AOM,f,47,60.008290673,Set,2017_05_01_2019,
3,3,,,,,0,17,17,18,,,,,5,0,5,0,,,,,left,0.758750980953,AOM,f,47,60.008290673,Set,2017_05_01_2019,
3,3,,,,,0,17,17,18,,,,,6,0,6,0,,,,,down,0.76690393145,AOM,f,47,60.008290673,Set,2017_05_01_2019,
3,3,,,,,0,17,17,18,,,,,7,0,7,0,,,,,down,0.666856010037,AOM,f,47,60.008290673,Set,2017_05_01_2019,
4,3,,,,,0,18,18,19,,,,,0,0,0,0,,,,,down,0.966948852816,AOM,f,47,60.008290673,Set,2017_05_01_2019,
4,3,,,,,0,18,18,19,,,,,1,0,1,0,,,,,down,0.592093130108,AOM,f,47,60.008290673,Set,2017_05_01_2019,
1,1,,,,,0,19,19,0,,,,,0,0,0,0,,,,,down,1.15877016523,AOM,f,47,60.008290673,Set,2017_05_01_2019,
1,1,,,,,0,19,19,0,,,,,1,0,1,0,,,,,down,1.07544420037,AOM,f,47,60.008290673,Set,2017_05_01_2019,
8,3,,,,,0,20,20,23,,,,,0,0,0,0,,,,,down,0.875490069098,AOM,f,47,60.008290673,Set,2017_05_01_2019,
8,3,,,,,0,20,20,23,,,,,1,0,1,0,,,,,down,0.592125893454,AOM,f,47,60.008290673,Set,2017_05_01_2019,
8,3,,,,,0,20,20,23,,,,,2,0,2,0,,,,,left,0.775446489919,AOM,f,47,60.008290673,Set,2017_05_01_2019,
8,3,,,,,0,20,20,23,,,,,3,0,3,0,,,,,left,1.60878863913,AOM,f,47,60.008290673,Set,2017_05_01_2019,
8,3,,,,,0,20,20,23,,,,,4,0,4,0,,,,,down,0.508829928818,AOM,f,47,60.008290673,Set,2017_05_01_2019,
8,3,,,,,0,20,20,23,,,,,5,0,5,0,,,,,left,0.475472858525,AOM,f,47,60.008290673,Set,2017_05_01_2019,
8,3,,,,,0,20,20,23,,,,,6,0,6,0,,,,,down,0.575482095417,AOM,f,47,60.008290673,Set,2017_05_01_2019,
8,3,,,,,0,20,20,23,,,,,7,0,7,0,,,,,left,0.492119025032,AOM,f,47,60.008290673,Set,2017_05_01_2019,
8,3,,,,,0,20,20,23,,,,,8,0,8,0,,,,,down,0.725478779583,AOM,f,47,60.008290673,Set,2017_05_01_2019,
8,3,,,,,0,20,20,23,,,,,9,0,9,0,,,,,down,1.44213236723,AOM,f,47,60.008290673,Set,2017_05_01_2019,
8,2,,,,,0,21,21,15,,,,,0,0,0,0,,,,,left,0.89196412923,AOM,f,47,60.008290673,Set,2017_05_01_2019,
8,2,,,,,0,21,21,15,,,,,1,0,1,0,,,,,down,0.875456516282,AOM,f,47,60.008290673,Set,2017_05_01_2019,
8,2,,,,,0,21,21,15,,,,,2,0,2,0,,,,,down,0.608802060247,AOM,f,47,60.008290673,Set,2017_05_01_2019,
2,2,,,,,0,22,22,9,,,,,0,0,0,0,,,,,down,1.4502643965,AOM,f,47,60.008290673,Set,2017_05_01_2019,
2,2,,,,,0,22,22,9,,,,,1,0,1,0,,,,,down,0.825461963657,AOM,f,47,60.008290673,Set,2017_05_01_2019,
2,2,,,,,0,22,22,9,,,,,2,0,2,0,,,,,right,0.625456516282,AOM,f,47,60.008290673,Set,2017_05_01_2019,
2,2,,,,,0,22,22,9,,,,,3,0,3,0,,,,,down,0.625439937226,AOM,f,47,60.008290673,Set,2017_05_01_2019,
2,2,,,,,0,22,22,9,,,,,4,0,4,0,,,,,left,0.725459042587,AOM,f,47,60.008290673,Set,2017_05_01_2019,
2,2,,,,,0,22,22,9,,,,,5,0,5,0,,,,,down,0.575473016419,AOM,f,47,60.008290673,Set,2017_05_01_2019,
2,2,,,,,0,22,22,9,,,,,6,0,6,0,,,,,right,0.725425095065,AOM,f,47,60.008290673,Set,2017_05_01_2019,
2,2,,,,,0,22,22,9,,,,,7,0,7,0,,,,,down,0.608747586142,AOM,f,47,60.008290673,Set,2017_05_01_2019,
2,2,,,,,0,22,22,9,,,,,8,0,8,0,,,,,down,0.575444989896,AOM,f,47,60.008290673,Set,2017_05_01_2019,
6,1,,,,,0,23,23,5,,,,,0,0,0,0,,,,,left,0.73373830982,AOM,f,47,60.008290673,Set,2017_05_01_2019,
6,1,,,,,0,23,23,5,,,,,1,0,1,0,,,,,right,1.03356944025,AOM,f,47,60.008290673,Set,2017_05_01_2019,
6,1,,,,,0,23,23,5,,,,,2,0,2,0,,,,,left,0.758794402296,AOM,f,47,60.008290673,Set,2017_05_01_2019,
6,1,,,,,0,23,23,5,,,,,3,0,3,0,,,,,down,0.558787375921,AOM,f,47,60.008290673,Set,2017_05_01_2019,
6,1,,,,,0,23,23,5,,,,,4,0,4,0,,,,,down,0.642123604019,AOM,f,47,60.008290673,Set,2017_05_01_2019,
