number_of_fixational_trials,size,estimating_threshold.thisRepN,estimating_threshold.thisTrialN,estimating_threshold.thisN,estimating_threshold.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,rating_up.response,rating_up.rt,rating_down.response,rating_down.rt,answer.keys,answer.rt,participant,gender,age,frameRate,expName,date,
8,1,,,,,0,16,16,7,,,,,0,0,0,0,,,,,right,0.683596519346,karina,f,19,60.0006157968,Set,2017_04_28_1319,
8,1,,,,,0,16,16,7,,,,,1,0,1,0,,,,,down,0.48356936124,karina,f,19,60.0006157968,Set,2017_04_28_1319,
8,1,,,,,0,16,16,7,,,,,2,0,2,0,,,,,down,0.250103421771,karina,f,19,60.0006157968,Set,2017_04_28_1319,
1,1,,,,,0,17,17,0,,,,,0,0,0,0,,,,,down,0.533568255982,karina,f,19,60.0006157968,Set,2017_04_28_1319,
1,1,,,,,0,17,17,0,,,,,1,0,1,0,,,,,down,0.283559966454,karina,f,19,60.0006157968,Set,2017_04_28_1319,
6,1,,,,,0,18,18,5,,,,,0,0,0,0,,,,,down,0.366928168456,karina,f,19,60.0006157968,Set,2017_04_28_1319,
6,1,,,,,0,18,18,5,,,,,1,0,1,0,,,,,down,0.433828231442,karina,f,19,60.0006157968,Set,2017_04_28_1319,
4,1,,,,,0,19,19,3,,,,,0,0,0,0,,,,,down,0.40024537011,karina,f,19,60.0006157968,Set,2017_04_28_1319,
4,1,,,,,0,19,19,3,,,,,1,0,1,0,,,,,down,0.566897694574,karina,f,19,60.0006157968,Set,2017_04_28_1319,
8,3,,,,,0,20,20,23,,,,,0,0,0,0,,,,,down,0.416922721051,karina,f,19,60.0006157968,Set,2017_04_28_1319,
8,3,,,,,0,20,20,23,,,,,1,0,1,0,,,,,down,0.283607729943,karina,f,19,60.0006157968,Set,2017_04_28_1319,
5,1,,,,,0,21,21,4,,,,,0,0,0,0,,,,,down,0.283595887769,karina,f,19,60.0006157968,Set,2017_04_28_1319,
5,1,,,,,0,21,21,4,,,,,1,0,1,0,,,,,down,0.10026344916,karina,f,19,60.0006157968,Set,2017_04_28_1319,
3,3,,,,,0,22,22,18,,,,,0,0,0,0,,,,,left,1.08360820363,karina,f,19,60.0006157968,Set,2017_04_28_1319,
3,3,,,,,0,22,22,18,,,,,1,0,1,0,,,,,left,0.700220580475,karina,f,19,60.0006157968,Set,2017_04_28_1319,
3,3,,,,,0,22,22,18,,,,,2,0,2,0,,,,,left,0.483580808737,karina,f,19,60.0006157968,Set,2017_04_28_1319,
3,3,,,,,0,22,22,18,,,,,3,0,3,0,,,,,down,0.366930142132,karina,f,19,60.0006157968,Set,2017_04_28_1319,
3,3,,,,,0,22,22,18,,,,,4,0,4,0,,,,,down,0.266902747215,karina,f,19,60.0006157968,Set,2017_04_28_1319,
2,2,,,,,0,23,23,9,,,,,0,0,0,0,,,,,down,0.583595177246,karina,f,19,60.0006157968,Set,2017_04_28_1319,
2,2,,,,,0,23,23,9,,,,,1,0,1,0,,,,,down,0.316917431512,karina,f,19,60.0006157968,Set,2017_04_28_1319,
