number_of_fixational_trials,size,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,answer.keys,answer.rt,participant,gender,age,frameRate,expName,date,
10,"[2.7, 2.7]",2,19,99,19,,,,,2,0,2,0,left,0.525275527766,as,m,26,59.9829521239,Set,2017_03_17_1604,
10,"[2.7, 2.7]",2,19,99,19,,,,,3,0,3,0,down,0.358777019879,as,m,26,59.9829521239,Set,2017_03_17_1604,
10,"[2.7, 2.7]",2,19,99,19,,,,,4,0,4,0,down,0.425457502408,as,m,26,59.9829521239,Set,2017_03_17_1604,
9,"[2.63, 2.63]",2,20,100,28,,,,,0,0,0,0,down,0.508801098953,as,m,26,59.9829521239,Set,2017_03_17_1604,
9,"[2.63, 2.63]",2,20,100,28,,,,,1,0,1,0,right,0.516877851988,as,m,26,59.9829521239,Set,2017_03_17_1604,
9,"[2.63, 2.63]",2,20,100,28,,,,,2,0,2,0,left,0.558804651604,as,m,26,59.9829521239,Set,2017_03_17_1604,
9,"[2.63, 2.63]",2,20,100,28,,,,,3,0,3,0,down,0.308754914499,as,m,26,59.9829521239,Set,2017_03_17_1604,
9,"[2.63, 2.63]",2,20,100,28,,,,,4,0,4,0,down,0.275469344575,as,m,26,59.9829521239,Set,2017_03_17_1604,
4,"[2.7, 2.7]",2,21,101,13,,,,,0,0,0,0,left,0.583589518892,as,m,26,59.9829521239,Set,2017_03_17_1604,
4,"[2.7, 2.7]",2,21,101,13,,,,,1,0,1,0,left,0.342120616425,as,m,26,59.9829521239,Set,2017_03_17_1604,
4,"[2.7, 2.7]",2,21,101,13,,,,,2,0,2,0,down,0.342149432366,as,m,26,59.9829521239,Set,2017_03_17_1604,
4,"[2.7, 2.7]",2,21,101,13,,,,,3,0,3,0,left,0.375473686703,as,m,26,59.9829521239,Set,2017_03_17_1604,
4,"[2.7, 2.7]",2,21,101,13,,,,,4,0,4,0,left,0.425442502329,as,m,26,59.9829521239,Set,2017_03_17_1604,
4,"[2.7, 2.7]",2,21,101,13,,,,,5,0,5,0,down,0.325481186744,as,m,26,59.9829521239,Set,2017_03_17_1604,
4,"[2.7, 2.7]",2,21,101,13,,,,,6,0,6,0,left,0.258833467545,as,m,26,59.9829521239,Set,2017_03_17_1604,
4,"[2.7, 2.7]",2,21,101,13,,,,,7,0,7,0,left,0.308801098953,as,m,26,59.9829521239,Set,2017_03_17_1604,
4,"[2.7, 2.7]",2,21,101,13,,,,,8,0,8,0,down,0.27543144964,as,m,26,59.9829521239,Set,2017_03_17_1604,
4,"[2.7, 2.7]",2,21,101,13,,,,,9,0,9,0,down,0.242111537429,as,m,26,59.9829521239,Set,2017_03_17_1604,
4,"[2.7, 2.7]",2,21,101,13,,,,,10,0,10,0,left,0.175498949994,as,m,26,59.9829521239,Set,2017_03_17_1604,
4,"[2.7, 2.7]",2,21,101,13,,,,,11,0,11,0,left,0.192123774335,as,m,26,59.9829521239,Set,2017_03_17_1604,
4,"[2.7, 2.7]",2,21,101,13,,,,,12,0,12,0,left,0.24220272212,as,m,26,59.9829521239,Set,2017_03_17_1604,
4,"[2.7, 2.7]",2,21,101,13,,,,,13,0,13,0,left,0.241968247202,as,m,26,59.9829521239,Set,2017_03_17_1604,
4,"[2.7, 2.7]",2,21,101,13,,,,,14,0,14,0,left,0.333625440135,as,m,26,59.9829521239,Set,2017_03_17_1604,
4,"[2.7, 2.7]",2,21,101,13,,,,,15,0,15,0,left,0.25883859915,as,m,26,59.9829521239,Set,2017_03_17_1604,
4,"[2.7, 2.7]",2,21,101,13,,,,,16,0,16,0,left,0.292124169075,as,m,26,59.9829521239,Set,2017_03_17_1604,
4,"[2.7, 2.7]",2,21,101,13,,,,,17,0,17,0,left,0.275470528792,as,m,26,59.9829521239,Set,2017_03_17_1604,
4,"[2.7, 2.7]",2,21,101,13,,,,,18,0,18,0,left,0.29212574803,as,m,26,59.9829521239,Set,2017_03_17_1604,
4,"[2.7, 2.7]",2,21,101,13,,,,,19,0,19,0,down,0.47547131827,as,m,26,59.9829521239,Set,2017_03_17_1604,
4,"[2.7, 2.7]",2,21,101,13,,,,,20,0,20,0,down,0.142167195617,as,m,26,59.9829521239,Set,2017_03_17_1604,
4,"[2.7, 2.7]",2,21,101,13,,,,,21,0,21,0,left,0.208786098874,as,m,26,59.9829521239,Set,2017_03_17_1604,
4,"[2.7, 2.7]",2,21,101,13,,,,,22,0,22,0,down,0.142120221685,as,m,26,59.9829521239,Set,2017_03_17_1604,
4,"[2.7, 2.7]",2,21,101,13,,,,,23,0,23,0,down,0.242123774336,as,m,26,59.9829521239,Set,2017_03_17_1604,
4,"[2.7, 2.7]",2,21,101,13,,,,,24,0,24,0,left,0.225479607787,as,m,26,59.9829521239,Set,2017_03_17_1604,
4,"[2.7, 2.7]",2,21,101,13,,,,,25,0,25,0,left,0.258765177711,as,m,26,59.9829521239,Set,2017_03_17_1604,
4,"[2.7, 2.7]",2,21,101,13,,,,,26,0,26,0,left,0.242115484818,as,m,26,59.9829521239,Set,2017_03_17_1604,
4,"[2.7, 2.7]",2,21,101,13,,,,,27,0,27,0,left,0.575380923057,as,m,26,59.9829521239,Set,2017_03_17_1604,
4,"[2.7, 2.7]",2,21,101,13,,,,,28,0,28,0,left,0.392136011242,as,m,26,59.9829521239,Set,2017_03_17_1604,
4,"[2.7, 2.7]",2,21,101,13,,,,,29,0,29,0,left,0.442126932247,as,m,26,59.9829521239,Set,2017_03_17_1604,
4,"[2.7, 2.7]",2,21,101,13,,,,,30,0,30,0,left,0.225470528791,as,m,26,59.9829521239,Set,2017_03_17_1604,
4,"[2.7, 2.7]",2,21,101,13,,,,,31,0,31,0,down,0.308780177791,as,m,26,59.9829521239,Set,2017_03_17_1604,
4,"[2.7, 2.7]",2,21,101,13,,,,,32,0,32,0,left,0.258796756825,as,m,26,59.9829521239,Set,2017_03_17_1604,
4,"[2.7, 2.7]",2,21,101,13,,,,,33,0,33,0,down,0.29212574803,as,m,26,59.9829521239,Set,2017_03_17_1604,
4,"[2.7, 2.7]",2,21,101,13,,,,,34,0,34,0,right,0.225458686625,as,m,26,59.9829521239,Set,2017_03_17_1604,
4,"[2.7, 2.7]",2,21,101,13,,,,,35,0,35,0,left,0.275457107669,as,m,26,59.9829521239,Set,2017_03_17_1604,
4,"[2.7, 2.7]",2,21,101,13,,,,,36,0,36,0,down,0.275452370802,as,m,26,59.9829521239,Set,2017_03_17_1604,
4,"[2.7, 2.7]",2,21,101,13,,,,,37,0,37,0,down,0.16689206259,as,m,26,59.9829521239,Set,2017_03_17_1604,
2,"[2.7, 2.7]",2,22,102,11,,,,,0,0,0,0,down,0.683631361218,as,m,26,59.9829521239,Set,2017_03_17_1604,
2,"[2.7, 2.7]",2,22,102,11,,,,,1,0,1,0,down,0.258787283091,as,m,26,59.9829521239,Set,2017_03_17_1604,
8,"[2.63, 2.63]",2,23,103,27,,,,,0,0,0,0,right,0.392146274454,as,m,26,59.9829521239,Set,2017_03_17_1604,
8,"[2.63, 2.63]",2,23,103,27,,,,,1,0,1,0,left,0.292127326986,as,m,26,59.9829521239,Set,2017_03_17_1604,
8,"[2.63, 2.63]",2,23,103,27,,,,,2,0,2,0,down,0.325425528556,as,m,26,59.9829521239,Set,2017_03_17_1604,
8,"[2.63, 2.63]",2,23,103,27,,,,,3,0,3,0,left,0.225457107669,as,m,26,59.9829521239,Set,2017_03_17_1604,
8,"[2.63, 2.63]",2,23,103,27,,,,,4,0,4,0,right,0.24211864273,as,m,26,59.9829521239,Set,2017_03_17_1604,
8,"[2.63, 2.63]",2,23,103,27,,,,,5,0,5,0,down,0.216913378492,as,m,26,59.9829521239,Set,2017_03_17_1604,
8,"[2.63, 2.63]",2,23,103,27,,,,,6,0,6,0,left,0.24209653735,as,m,26,59.9829521239,Set,2017_03_17_1604,
8,"[2.63, 2.63]",2,23,103,27,,,,,7,0,7,0,down,0.258825572767,as,m,26,59.9829521239,Set,2017_03_17_1604,
8,"[2.63, 2.63]",2,23,103,27,,,,,8,0,8,0,down,0.208799125258,as,m,26,59.9829521239,Set,2017_03_17_1604,
9,"[2.7, 2.7]",2,24,104,18,,,,,0,0,0,0,left,0.575549871315,as,m,26,59.9829521239,Set,2017_03_17_1604,
9,"[2.7, 2.7]",2,24,104,18,,,,,1,0,1,0,left,0.308784519918,as,m,26,59.9829521239,Set,2017_03_17_1604,
9,"[2.7, 2.7]",2,24,104,18,,,,,2,0,2,0,left,0.308771888273,as,m,26,59.9829521239,Set,2017_03_17_1604,
9,"[2.7, 2.7]",2,24,104,18,,,,,3,0,3,0,left,0.292119826946,as,m,26,59.9829521239,Set,2017_03_17_1604,
9,"[2.7, 2.7]",2,24,104,18,,,,,4,0,4,0,down,0.275479607788,as,m,26,59.9829521239,Set,2017_03_17_1604,
9,"[2.7, 2.7]",2,24,104,18,,,,,5,0,5,0,down,0.192138774414,as,m,26,59.9829521239,Set,2017_03_17_1604,
6,"[2.67, 2.67]",2,25,105,35,,,,,0,0,0,0,right,0.975480792004,as,m,26,59.9829521239,Set,2017_03_17_1604,
6,"[2.67, 2.67]",2,25,105,35,,,,,1,0,1,0,left,0.525442897067,as,m,26,59.9829521239,Set,2017_03_17_1604,
6,"[2.67, 2.67]",2,25,105,35,,,,,2,0,2,0,down,0.492196406297,as,m,26,59.9829521239,Set,2017_03_17_1604,
6,"[2.67, 2.67]",2,25,105,35,,,,,3,0,3,0,down,0.392164432445,as,m,26,59.9829521239,Set,2017_03_17_1604,
7,"[2.7, 2.7]",2,26,106,16,,,,,0,0,0,0,left,0.433566624035,as,m,26,59.9829521239,Set,2017_03_17_1604,
7,"[2.7, 2.7]",2,26,106,16,,,,,1,0,1,0,down,0.32546026558,as,m,26,59.9829521239,Set,2017_03_17_1604,
7,"[2.7, 2.7]",2,26,106,16,,,,,2,0,2,0,down,0.242151406061,as,m,26,59.9829521239,Set,2017_03_17_1604,
7,"[2.7, 2.7]",2,26,106,16,,,,,3,0,3,0,left,0.242165221922,as,m,26,59.9829521239,Set,2017_03_17_1604,
7,"[2.7, 2.7]",2,26,106,16,,,,,4,0,4,0,down,0.158785309396,as,m,26,59.9829521239,Set,2017_03_17_1604,
7,"[2.7, 2.7]",2,26,106,16,,,,,5,0,5,0,down,0.158808598992,as,m,26,59.9829521239,Set,2017_03_17_1604,
1,"[2.6, 2.6]",2,27,107,0,,,,,0,0,0,0,down,0.792145879715,as,m,26,59.9829521239,Set,2017_03_17_1604,
1,"[2.6, 2.6]",2,27,107,0,,,,,1,0,1,0,down,0.308803862125,as,m,26,59.9829521239,Set,2017_03_17_1604,
6,"[2.7, 2.7]",2,28,108,15,,,,,0,0,0,0,right,0.742112326907,as,m,26,59.9829521239,Set,2017_03_17_1604,
6,"[2.7, 2.7]",2,28,108,15,,,,,1,0,1,0,right,0.408827151721,as,m,26,59.9829521239,Set,2017_03_17_1604,
6,"[2.7, 2.7]",2,28,108,15,,,,,2,0,2,0,down,0.358782940963,as,m,26,59.9829521239,Set,2017_03_17_1604,
6,"[2.7, 2.7]",2,28,108,15,,,,,3,0,3,0,down,0.275448028674,as,m,26,59.9829521239,Set,2017_03_17_1604,
10,"[2.67, 2.67]",2,29,109,39,,,,,0,0,0,0,right,0.466973773546,as,m,26,59.9829521239,Set,2017_03_17_1604,
10,"[2.67, 2.67]",2,29,109,39,,,,,1,0,1,0,down,0.325392765226,as,m,26,59.9829521239,Set,2017_03_17_1604,
10,"[2.67, 2.67]",2,29,109,39,,,,,2,0,2,0,right,1.14212811646,as,m,26,59.9829521239,Set,2017_03_17_1604,
10,"[2.67, 2.67]",2,29,109,39,,,,,3,0,3,0,down,0.458808598993,as,m,26,59.9829521239,Set,2017_03_17_1604,
10,"[2.67, 2.67]",2,29,109,39,,,,,4,0,4,0,down,0.208792414696,as,m,26,59.9829521239,Set,2017_03_17_1604,
8,"[2.6, 2.6]",2,30,110,7,,,,,0,0,0,0,right,0.358786098875,as,m,26,59.9829521239,Set,2017_03_17_1604,
8,"[2.6, 2.6]",2,30,110,7,,,,,1,0,1,0,right,0.275440923373,as,m,26,59.9829521239,Set,2017_03_17_1604,
8,"[2.6, 2.6]",2,30,110,7,,,,,2,0,2,0,down,0.358655440292,as,m,26,59.9829521239,Set,2017_03_17_1604,
8,"[2.6, 2.6]",2,30,110,7,,,,,3,0,3,0,right,0.27543855494,as,m,26,59.9829521239,Set,2017_03_17_1604,
8,"[2.6, 2.6]",2,30,110,7,,,,,4,0,4,0,down,0.275462634014,as,m,26,59.9829521239,Set,2017_03_17_1604,
8,"[2.6, 2.6]",2,30,110,7,,,,,5,0,5,0,down,0.175414081127,as,m,26,59.9829521239,Set,2017_03_17_1604,
4,"[2.6, 2.6]",2,31,111,3,,,,,0,0,0,0,down,0.492148642888,as,m,26,59.9829521239,Set,2017_03_17_1604,
4,"[2.6, 2.6]",2,31,111,3,,,,,1,0,1,0,down,0.375453555019,as,m,26,59.9829521239,Set,2017_03_17_1604,
9,"[2.6, 2.6]",2,32,112,8,,,,,0,0,0,0,right,0.433578071464,as,m,26,59.9829521239,Set,2017_03_17_1604,
9,"[2.6, 2.6]",2,32,112,8,,,,,1,0,1,0,down,0.0587971515633,as,m,26,59.9829521239,Set,2017_03_17_1604,
9,"[2.6, 2.6]",2,32,112,8,,,,,2,0,2,0,left,0.216978905152,as,m,26,59.9829521239,Set,2017_03_17_1604,
9,"[2.6, 2.6]",2,32,112,8,,,,,3,0,3,0,left,0.158839388629,as,m,26,59.9829521239,Set,2017_03_17_1604,
9,"[2.6, 2.6]",2,32,112,8,,,,,4,0,4,0,left,0.125480792004,as,m,26,59.9829521239,Set,2017_03_17_1604,
9,"[2.6, 2.6]",2,32,112,8,,,,,5,0,5,0,left,0.125461055058,as,m,26,59.9829521239,Set,2017_03_17_1604,
9,"[2.6, 2.6]",2,32,112,8,,,,,6,0,6,0,left,0.142139169154,as,m,26,59.9829521239,Set,2017_03_17_1604,
9,"[2.6, 2.6]",2,32,112,8,,,,,7,0,7,0,left,0.108782151485,as,m,26,59.9829521239,Set,2017_03_17_1604,
9,"[2.6, 2.6]",2,32,112,8,,,,,8,0,8,0,down,0.192137195459,as,m,26,59.9829521239,Set,2017_03_17_1604,
9,"[2.6, 2.6]",2,32,112,8,,,,,9,0,9,0,down,0.0669121942747,as,m,26,59.9829521239,Set,2017_03_17_1604,
8,"[2.67, 2.67]",2,33,113,37,,,,,0,0,0,0,down,0.416892852068,as,m,26,59.9829521239,Set,2017_03_17_1604,
8,"[2.67, 2.67]",2,33,113,37,,,,,1,0,1,0,down,0.258763993495,as,m,26,59.9829521239,Set,2017_03_17_1604,
8,"[2.67, 2.67]",2,33,113,37,,,,,2,0,2,0,left,0.492127326986,as,m,26,59.9829521239,Set,2017_03_17_1604,
8,"[2.67, 2.67]",2,33,113,37,,,,,3,0,3,0,left,0.175436581246,as,m,26,59.9829521239,Set,2017_03_17_1604,
8,"[2.67, 2.67]",2,33,113,37,,,,,4,0,4,0,left,0.258781362008,as,m,26,59.9829521239,Set,2017_03_17_1604,
8,"[2.67, 2.67]",2,33,113,37,,,,,5,0,5,0,down,0.375473291964,as,m,26,59.9829521239,Set,2017_03_17_1604,
8,"[2.67, 2.67]",2,33,113,37,,,,,6,0,6,0,left,0.242117063774,as,m,26,59.9829521239,Set,2017_03_17_1604,
8,"[2.67, 2.67]",2,33,113,37,,,,,7,0,7,0,left,0.225425923295,as,m,26,59.9829521239,Set,2017_03_17_1604,
8,"[2.67, 2.67]",2,33,113,37,,,,,8,0,8,0,left,0.3088350465,as,m,26,59.9829521239,Set,2017_03_17_1604,
8,"[2.67, 2.67]",2,33,113,37,,,,,9,0,9,0,down,0.0921119321674,as,m,26,59.9829521239,Set,2017_03_17_1604,
8,"[2.67, 2.67]",2,33,113,37,,,,,10,0,10,0,down,0.0755080289891,as,m,26,59.9829521239,Set,2017_03_17_1604,
3,"[2.67, 2.67]",2,34,114,32,,,,,0,0,0,0,left,0.458662545593,as,m,26,59.9829521239,Set,2017_03_17_1604,
3,"[2.67, 2.67]",2,34,114,32,,,,,1,0,1,0,left,0.192060616108,as,m,26,59.9829521239,Set,2017_03_17_1604,
3,"[2.67, 2.67]",2,34,114,32,,,,,2,0,2,0,left,0.142101668956,as,m,26,59.9829521239,Set,2017_03_17_1604,
3,"[2.67, 2.67]",2,34,114,32,,,,,3,0,3,0,left,0.242102853173,as,m,26,59.9829521239,Set,2017_03_17_1604,
3,"[2.67, 2.67]",2,34,114,32,,,,,4,0,4,0,down,0.300254606604,as,m,26,59.9829521239,Set,2017_03_17_1604,
3,"[2.67, 2.67]",2,34,114,32,,,,,5,0,5,0,left,0.12525579082,as,m,26,59.9829521239,Set,2017_03_17_1604,
3,"[2.67, 2.67]",2,34,114,32,,,,,6,0,6,0,down,0.142130879636,as,m,26,59.9829521239,Set,2017_03_17_1604,
3,"[2.67, 2.67]",2,34,114,32,,,,,7,0,7,0,left,0.242134432287,as,m,26,59.9829521239,Set,2017_03_17_1604,
3,"[2.67, 2.67]",2,34,114,32,,,,,8,0,8,0,down,41.9416477192,as,m,26,59.9829521239,Set,2017_03_17_1604,
3,"[2.67, 2.67]",2,34,114,32,,,,,9,0,9,0,left,0.392126932247,as,m,26,59.9829521239,Set,2017_03_17_1604,
3,"[2.67, 2.67]",2,34,114,32,,,,,10,0,10,0,left,0.242093379439,as,m,26,59.9829521239,Set,2017_03_17_1604,
3,"[2.67, 2.67]",2,34,114,32,,,,,11,0,11,0,left,0.175485528871,as,m,26,59.9829521239,Set,2017_03_17_1604,
3,"[2.67, 2.67]",2,34,114,32,,,,,12,0,12,0,left,0.192215748504,as,m,26,59.9829521239,Set,2017_03_17_1604,
3,"[2.67, 2.67]",2,34,114,32,,,,,13,0,13,0,left,0.158777019879,as,m,26,59.9829521239,Set,2017_03_17_1604,
3,"[2.67, 2.67]",2,34,114,32,,,,,14,0,14,0,left,0.19214074811,as,m,26,59.9829521239,Set,2017_03_17_1604,
3,"[2.67, 2.67]",2,34,114,32,,,,,15,0,15,0,left,0.142141537587,as,m,26,59.9829521239,Set,2017_03_17_1604,
3,"[2.67, 2.67]",2,34,114,32,,,,,16,0,16,0,left,0.175453949758,as,m,26,59.9829521239,Set,2017_03_17_1604,
3,"[2.67, 2.67]",2,34,114,32,,,,,17,0,17,0,left,0.208785704135,as,m,26,59.9829521239,Set,2017_03_17_1604,
3,"[2.67, 2.67]",2,34,114,32,,,,,18,0,18,0,left,0.15880228317,as,m,26,59.9829521239,Set,2017_03_17_1604,
3,"[2.67, 2.67]",2,34,114,32,,,,,19,0,19,0,left,0.12545710767,as,m,26,59.9829521239,Set,2017_03_17_1604,
3,"[2.67, 2.67]",2,34,114,32,,,,,20,0,20,0,left,0.158799125258,as,m,26,59.9829521239,Set,2017_03_17_1604,
3,"[2.67, 2.67]",2,34,114,32,,,,,21,0,21,0,down,0.125450791846,as,m,26,59.9829521239,Set,2017_03_17_1604,
3,"[2.67, 2.67]",2,34,114,32,,,,,22,0,22,0,down,0.0421383796756,as,m,26,59.9829521239,Set,2017_03_17_1604,
4,"[2.67, 2.67]",2,35,115,33,,,,,0,0,0,0,down,0.775448028674,as,m,26,59.9829521239,Set,2017_03_17_1604,
4,"[2.67, 2.67]",2,35,115,33,,,,,1,0,1,0,left,0.325451976063,as,m,26,59.9829521239,Set,2017_03_17_1604,
4,"[2.67, 2.67]",2,35,115,33,,,,,2,0,2,0,right,0.308782940963,as,m,26,59.9829521239,Set,2017_03_17_1604,
4,"[2.67, 2.67]",2,35,115,33,,,,,3,0,3,0,left,0.19211864273,as,m,26,59.9829521239,Set,2017_03_17_1604,
4,"[2.67, 2.67]",2,35,115,33,,,,,4,0,4,0,down,0.192121405902,as,m,26,59.9829521239,Set,2017_03_17_1604,
4,"[2.67, 2.67]",2,35,115,33,,,,,5,0,5,0,down,0.158797546303,as,m,26,59.9829521239,Set,2017_03_17_1604,
10,"[2.63, 2.63]",2,36,116,29,,,,,0,0,0,0,down,0.533572545119,as,m,26,59.9829521239,Set,2017_03_17_1604,
10,"[2.63, 2.63]",2,36,116,29,,,,,1,0,1,0,right,0.375451976063,as,m,26,59.9829521239,Set,2017_03_17_1604,
10,"[2.63, 2.63]",2,36,116,29,,,,,2,0,2,0,right,0.375494607866,as,m,26,59.9829521239,Set,2017_03_17_1604,
10,"[2.63, 2.63]",2,36,116,29,,,,,3,0,3,0,down,0.292112326906,as,m,26,59.9829521239,Set,2017_03_17_1604,
10,"[2.63, 2.63]",2,36,116,29,,,,,4,0,4,0,right,0.275484344655,as,m,26,59.9829521239,Set,2017_03_17_1604,
10,"[2.63, 2.63]",2,36,116,29,,,,,5,0,5,0,down,0.258808204254,as,m,26,59.9829521239,Set,2017_03_17_1604,
10,"[2.63, 2.63]",2,36,116,29,,,,,6,0,6,0,down,0.175444870762,as,m,26,59.9829521239,Set,2017_03_17_1604,
3,"[2.6, 2.6]",2,37,117,2,,,,,0,0,0,0,left,0.442109958473,as,m,26,59.9829521239,Set,2017_03_17_1604,
3,"[2.6, 2.6]",2,37,117,2,,,,,1,0,1,0,left,0.142153379755,as,m,26,59.9829521239,Set,2017_03_17_1604,
3,"[2.6, 2.6]",2,37,117,2,,,,,2,0,2,0,right,0.242111932168,as,m,26,59.9829521239,Set,2017_03_17_1604,
3,"[2.6, 2.6]",2,37,117,2,,,,,3,0,3,0,down,0.108822020116,as,m,26,59.9829521239,Set,2017_03_17_1604,
3,"[2.6, 2.6]",2,37,117,2,,,,,4,0,4,0,right,0.142123379597,as,m,26,59.9829521239,Set,2017_03_17_1604,
3,"[2.6, 2.6]",2,37,117,2,,,,,5,0,5,0,right,0.0921154848184,as,m,26,59.9829521239,Set,2017_03_17_1604,
3,"[2.6, 2.6]",2,37,117,2,,,,,6,0,6,0,left,0.150221843272,as,m,26,59.9829521239,Set,2017_03_17_1604,
3,"[2.6, 2.6]",2,37,117,2,,,,,7,0,7,0,down,0.092113116385,as,m,26,59.9829521239,Set,2017_03_17_1604,
3,"[2.6, 2.6]",2,37,117,2,,,,,8,0,8,0,down,0.0421225901191,as,m,26,59.9829521239,Set,2017_03_17_1604,
5,"[2.7, 2.7]",2,38,118,14,,,,,0,0,0,0,left,0.450228948574,as,m,26,59.9829521239,Set,2017_03_17_1604,
5,"[2.7, 2.7]",2,38,118,14,,,,,1,0,1,0,down,0.225453949757,as,m,26,59.9829521239,Set,2017_03_17_1604,
5,"[2.7, 2.7]",2,38,118,14,,,,,2,0,2,0,left,0.258774256707,as,m,26,59.9829521239,Set,2017_03_17_1604,
5,"[2.7, 2.7]",2,38,118,14,,,,,3,0,3,0,left,0.125445265501,as,m,26,59.9829521239,Set,2017_03_17_1604,
5,"[2.7, 2.7]",2,38,118,14,,,,,4,0,4,0,right,0.175433818073,as,m,26,59.9829521239,Set,2017_03_17_1604,
5,"[2.7, 2.7]",2,38,118,14,,,,,5,0,5,0,left,0.125448818151,as,m,26,59.9829521239,Set,2017_03_17_1604,
5,"[2.7, 2.7]",2,38,118,14,,,,,6,0,6,0,left,0.183446623403,as,m,26,59.9829521239,Set,2017_03_17_1604,
5,"[2.7, 2.7]",2,38,118,14,,,,,7,0,7,0,right,0.142130879637,as,m,26,59.9829521239,Set,2017_03_17_1604,
5,"[2.7, 2.7]",2,38,118,14,,,,,8,0,8,0,left,0.1421660114,as,m,26,59.9829521239,Set,2017_03_17_1604,
5,"[2.7, 2.7]",2,38,118,14,,,,,9,0,9,0,left,0.15883859915,as,m,26,59.9829521239,Set,2017_03_17_1604,
5,"[2.7, 2.7]",2,38,118,14,,,,,10,0,10,0,down,0.108675177238,as,m,26,59.9829521239,Set,2017_03_17_1604,
5,"[2.7, 2.7]",2,38,118,14,,,,,11,0,11,0,left,0.0421324585923,as,m,26,59.9829521239,Set,2017_03_17_1604,
5,"[2.7, 2.7]",2,38,118,14,,,,,12,0,12,0,left,0.108777414618,as,m,26,59.9829521239,Set,2017_03_17_1604,
5,"[2.7, 2.7]",2,38,118,14,,,,,13,0,13,0,left,0.0754642129696,as,m,26,59.9829521239,Set,2017_03_17_1604,
5,"[2.7, 2.7]",2,38,118,14,,,,,14,0,14,0,left,0.258784914658,as,m,26,59.9829521239,Set,2017_03_17_1604,
5,"[2.7, 2.7]",2,38,118,14,,,,,15,0,15,0,left,0.175482765699,as,m,26,59.9829521239,Set,2017_03_17_1604,
5,"[2.7, 2.7]",2,38,118,14,,,,,16,0,16,0,left,0.192152985015,as,m,26,59.9829521239,Set,2017_03_17_1604,
5,"[2.7, 2.7]",2,38,118,14,,,,,17,0,17,0,down,0.200238817047,as,m,26,59.9829521239,Set,2017_03_17_1604,
5,"[2.7, 2.7]",2,38,118,14,,,,,18,0,18,0,down,0.116925615397,as,m,26,59.9829521239,Set,2017_03_17_1604,
5,"[2.7, 2.7]",2,38,118,14,,,,,19,0,19,0,left,0.192107984779,as,m,26,59.9829521239,Set,2017_03_17_1604,
5,"[2.7, 2.7]",2,38,118,14,,,,,20,0,20,0,left,0.0921589060999,as,m,26,59.9829521239,Set,2017_03_17_1604,
5,"[2.7, 2.7]",2,38,118,14,,,,,21,0,21,0,left,0.125462634014,as,m,26,59.9829521239,Set,2017_03_17_1604,
5,"[2.7, 2.7]",2,38,118,14,,,,,22,0,22,0,left,0.0754713182696,as,m,26,59.9829521239,Set,2017_03_17_1604,
5,"[2.7, 2.7]",2,38,118,14,,,,,23,0,23,0,left,0.242177853568,as,m,26,59.9829521239,Set,2017_03_17_1604,
5,"[2.7, 2.7]",2,38,118,14,,,,,24,0,24,0,left,0.208773861968,as,m,26,59.9829521239,Set,2017_03_17_1604,
5,"[2.7, 2.7]",2,38,118,14,,,,,25,0,25,0,down,0.175481976221,as,m,26,59.9829521239,Set,2017_03_17_1604,
5,"[2.7, 2.7]",2,38,118,14,,,,,26,0,26,0,left,0.166868378255,as,m,26,59.9829521239,Set,2017_03_17_1604,
5,"[2.7, 2.7]",2,38,118,14,,,,,27,0,27,0,left,0.175436581246,as,m,26,59.9829521239,Set,2017_03_17_1604,
5,"[2.7, 2.7]",2,38,118,14,,,,,28,0,28,0,down,0.258739124943,as,m,26,59.9829521239,Set,2017_03_17_1604,
5,"[2.7, 2.7]",2,38,118,14,,,,,29,0,29,0,down,0.0754693445751,as,m,26,59.9829521239,Set,2017_03_17_1604,
7,"[2.63, 2.63]",2,39,119,26,,,,,0,0,0,0,right,0.583577676724,as,m,26,59.9829521239,Set,2017_03_17_1604,
7,"[2.63, 2.63]",2,39,119,26,,,,,1,0,1,0,down,0.558764388234,as,m,26,59.9829521239,Set,2017_03_17_1604,
7,"[2.63, 2.63]",2,39,119,26,,,,,2,0,2,0,down,0.208803072648,as,m,26,59.9829521239,Set,2017_03_17_1604,
2,"[2.6, 2.6]",3,0,120,1,,,,,0,0,0,0,down,0.342125353292,as,m,26,59.9829521239,Set,2017_03_17_1604,
2,"[2.6, 2.6]",3,0,120,1,,,,,1,0,1,0,down,0.208877283564,as,m,26,59.9829521239,Set,2017_03_17_1604,
2,"[2.6, 2.6]",3,0,120,1,,,,,2,0,2,0,left,0.275467370881,as,m,26,59.9829521239,Set,2017_03_17_1604,
2,"[2.6, 2.6]",3,0,120,1,,,,,3,0,3,0,down,0.242145879714,as,m,26,59.9829521239,Set,2017_03_17_1604,
2,"[2.6, 2.6]",3,0,120,1,,,,,4,0,4,0,left,0.175498555255,as,m,26,59.9829521239,Set,2017_03_17_1604,
2,"[2.6, 2.6]",3,0,120,1,,,,,5,0,5,0,down,0.242101274217,as,m,26,59.9829521239,Set,2017_03_17_1604,
