"","answer.keys","n","size","trials_3.thisRepN","participant","gender","age"
"2205","down",6,4,1,"AD","m",19
"2206","left",6,4,2,"AD","m",19
"2207","down",6,4,3,"AD","m",19
"2208","down",6,4,4,"AD","m",19
"2209","down",1,1,0,"AD","m",19
"2210","left",1,1,1,"AD","m",19
"2211","down",1,1,2,"AD","m",19
"2212","down",1,1,3,"AD","m",19
"2213","left",3,5,0,"AD","m",19
"2214","down",3,5,1,"AD","m",19
"2215","down",3,5,2,"AD","m",19
"2216","left",6,2,0,"AD","m",19
"2217","down",6,2,1,"AD","m",19
"2218","down",6,2,2,"AD","m",19
"2219","left",5,4,0,"AD","m",19
"2220","left",5,4,1,"AD","m",19
"2221","down",5,4,2,"AD","m",19
"2222","left",5,4,3,"AD","m",19
"2223","down",5,4,4,"AD","m",19
"2224","left",5,4,5,"AD","m",19
"2225","right",5,4,6,"AD","m",19
"2226","down",5,4,7,"AD","m",19
"2227","down",5,4,8,"AD","m",19
"2228","right",4,5,0,"AD","m",19
"2229","left",4,5,1,"AD","m",19
"2230","left",4,5,2,"AD","m",19
"2231","left",4,5,3,"AD","m",19
"2232","left",4,5,4,"AD","m",19
"2233","down",4,5,5,"AD","m",19
"2234","left",4,5,6,"AD","m",19
"2235","down",4,5,7,"AD","m",19
"2236","down",4,5,8,"AD","m",19
"2237","left",4,5,9,"AD","m",19
"2238","down",4,5,10,"AD","m",19
"2239","down",4,5,11,"AD","m",19
"2240","left",2,4,0,"AD","m",19
"2241","left",2,4,1,"AD","m",19
"2242","down",2,4,2,"AD","m",19
"2243","left",2,4,3,"AD","m",19
"2244","left",2,4,4,"AD","m",19
"2245","down",2,4,5,"AD","m",19
"2246","left",2,4,6,"AD","m",19
"2247","down",2,4,7,"AD","m",19
"2248","left",2,4,8,"AD","m",19
"2249","down",2,4,9,"AD","m",19
"2250","down",2,4,10,"AD","m",19
"2251","left",3,1,0,"AD","m",19
"2252","down",3,1,1,"AD","m",19
"2253","left",3,1,2,"AD","m",19
"2254","right",3,1,3,"AD","m",19
"2255","right",3,1,4,"AD","m",19
"2256","right",3,1,5,"AD","m",19
"2257","right",3,1,6,"AD","m",19
"2258","left",3,1,7,"AD","m",19
"2259","down",3,1,8,"AD","m",19
"2260","right",3,1,9,"AD","m",19
"2261","down",3,1,10,"AD","m",19
"2262","down",3,1,11,"AD","m",19
"2263","left",2,2,0,"AD","m",19
"2264","left",2,2,1,"AD","m",19
"2265","down",2,2,2,"AD","m",19
"2266","down",2,2,3,"AD","m",19
"2267","left",6,5,0,"AD","m",19
"2268","left",6,5,1,"AD","m",19
"2269","down",6,5,2,"AD","m",19
"2270","down",6,5,3,"AD","m",19
"2271","down",2,3,0,"AD","m",19
"2272","down",2,3,1,"AD","m",19
"2273","down",4,4,0,"AD","m",19
"2274","left",4,4,1,"AD","m",19
"2275","down",4,4,2,"AD","m",19
"2276","down",4,4,3,"AD","m",19
"2277","down",6,1,0,"AD","m",19
"2278","down",6,1,1,"AD","m",19
"2279","down",1,2,0,"AD","m",19
"2280","down",1,2,1,"AD","m",19
"2281","left",1,2,2,"AD","m",19
"2282","right",1,2,3,"AD","m",19
"2283","down",1,2,4,"AD","m",19
"2284","down",1,2,5,"AD","m",19
"2285","down",4,2,0,"AD","m",19
"2286","down",4,2,1,"AD","m",19
"2287","left",5,2,0,"AD","m",19
"2288","left",5,2,1,"AD","m",19
"2289","down",5,2,2,"AD","m",19
"2290","down",5,2,3,"AD","m",19
"2291","right",1,3,0,"AD","m",19
"2292","left",1,3,1,"AD","m",19
"2293","left",1,3,2,"AD","m",19
"2294","left",1,3,3,"AD","m",19
"2295","down",1,3,4,"AD","m",19
"2296","down",1,3,5,"AD","m",19
"2297","left",4,1,0,"AD","m",19
"2298","down",4,1,1,"AD","m",19
"2299","right",4,1,2,"AD","m",19
"2300","down",4,1,3,"AD","m",19
"2301","down",4,1,4,"AD","m",19
"2302","down",2,1,0,"AD","m",19
"2303","down",2,1,1,"AD","m",19
"2304","left",3,2,0,"AD","m",19
"2305","right",3,2,1,"AD","m",19
"2306","down",3,2,2,"AD","m",19
"2307","down",3,2,3,"AD","m",19
"2308","left",3,2,4,"AD","m",19
"2309","right",3,2,5,"AD","m",19
"2310","down",3,2,6,"AD","m",19
"2311","down",3,2,7,"AD","m",19
"2312","down",4,3,0,"AD","m",19
"2313","down",4,3,1,"AD","m",19
"2314","left",4,3,2,"AD","m",19
"2315","right",4,3,3,"AD","m",19
"2316","down",4,3,4,"AD","m",19
"2317","down",4,3,5,"AD","m",19
"2318","left",4,3,6,"AD","m",19
"2319","down",4,3,7,"AD","m",19
"2320","left",4,3,8,"AD","m",19
"2321","right",4,3,9,"AD","m",19
"2322","down",4,3,10,"AD","m",19
"2323","down",4,3,11,"AD","m",19
"2324","down",1,5,0,"AD","m",19
"2325","down",1,5,1,"AD","m",19
"2326","left",1,5,2,"AD","m",19
"2327","down",1,5,3,"AD","m",19
"2328","down",1,5,4,"AD","m",19
"2329","left",5,1,0,"AD","m",19
"2330","right",5,1,1,"AD","m",19
"2331","left",5,1,2,"AD","m",19
"2332","left",5,1,3,"AD","m",19
"2333","down",5,1,4,"AD","m",19
"2334","down",5,1,5,"AD","m",19
"2335","down",1,4,0,"AD","m",19
"2336","left",1,4,1,"AD","m",19
"2337","left",1,4,2,"AD","m",19
"2338","right",1,4,3,"AD","m",19
"2339","down",1,4,4,"AD","m",19
"2340","down",1,4,5,"AD","m",19
"2341","down",4,3,0,"RAA","f",22
"2342","down",4,3,1,"RAA","f",22
"2343","down",3,3,0,"RAA","f",22
"2344","down",3,3,1,"RAA","f",22
"2345","down",6,5,0,"RAA","f",22
"2346","down",6,5,1,"RAA","f",22
"2347","left",3,2,0,"RAA","f",22
"2348","down",3,2,1,"RAA","f",22
"2349","down",3,2,2,"RAA","f",22
"2350","left",5,4,0,"RAA","f",22
"2351","down",5,4,1,"RAA","f",22
"2352","down",5,4,2,"RAA","f",22
"2353","right",5,4,3,"RAA","f",22
"2354","down",5,4,4,"RAA","f",22
"2355","down",5,4,5,"RAA","f",22
"2356","down",3,4,0,"RAA","f",22
"2357","down",3,4,1,"RAA","f",22
"2358","left",3,4,2,"RAA","f",22
"2359","left",3,4,3,"RAA","f",22
"2360","down",3,4,4,"RAA","f",22
"2361","left",3,4,5,"RAA","f",22
"2362","down",3,4,6,"RAA","f",22
"2363","down",3,4,7,"RAA","f",22
"2364","down",4,1,0,"RAA","f",22
"2365","down",4,1,1,"RAA","f",22
"2366","left",4,1,2,"RAA","f",22
"2367","down",4,1,3,"RAA","f",22
"2368","down",4,1,4,"RAA","f",22
"2369","left",4,2,0,"RAA","f",22
"2370","left",4,2,1,"RAA","f",22
"2371","left",4,2,2,"RAA","f",22
"2372","down",4,2,3,"RAA","f",22
"2373","left",4,2,4,"RAA","f",22
"2374","down",4,2,5,"RAA","f",22
"2375","left",4,2,6,"RAA","f",22
"2376","down",4,2,7,"RAA","f",22
"2377","down",4,2,8,"RAA","f",22
"2378","left",4,2,9,"RAA","f",22
"2379","left",4,2,10,"RAA","f",22
"2380","down",4,2,11,"RAA","f",22
"2381","left",4,2,12,"RAA","f",22
"2382","down",4,2,13,"RAA","f",22
"2383","down",4,2,14,"RAA","f",22
"2384","left",4,2,15,"RAA","f",22
"2385","down",4,2,16,"RAA","f",22
"2386","left",4,2,17,"RAA","f",22
"2387","down",4,2,18,"RAA","f",22
"2388","down",4,2,19,"RAA","f",22
"2389","left",1,5,0,"RAA","f",22
"2390","left",1,5,1,"RAA","f",22
"2391","right",1,5,2,"RAA","f",22
"2392","left",1,5,3,"RAA","f",22
"2393","down",1,5,4,"RAA","f",22
"2394","left",1,5,5,"RAA","f",22
"2395","down",1,5,6,"RAA","f",22
"2396","down",1,5,7,"RAA","f",22
"2397","left",1,5,8,"RAA","f",22
"2398","right",1,5,9,"RAA","f",22
"2399","left",1,5,10,"RAA","f",22
"2400","down",1,5,11,"RAA","f",22
"2401","down",1,5,12,"RAA","f",22
"2402","down",2,4,0,"RAA","f",22
"2403","left",2,4,1,"RAA","f",22
"2404","left",2,4,2,"RAA","f",22
"2405","down",2,4,3,"RAA","f",22
"2406","down",2,4,4,"RAA","f",22
"2407","left",5,1,0,"RAA","f",22
"2408","down",5,1,1,"RAA","f",22
"2409","right",5,1,2,"RAA","f",22
"2410","left",5,1,3,"RAA","f",22
"2411","left",5,1,4,"RAA","f",22
"2412","left",5,1,5,"RAA","f",22
"2413","left",5,1,6,"RAA","f",22
"2414","down",5,1,7,"RAA","f",22
"2415","left",5,1,8,"RAA","f",22
"2416","left",5,1,9,"RAA","f",22
"2417","down",5,1,10,"RAA","f",22
"2418","down",5,1,11,"RAA","f",22
"2419","left",5,5,0,"RAA","f",22
"2420","left",5,5,1,"RAA","f",22
"2421","left",5,5,2,"RAA","f",22
"2422","left",5,5,3,"RAA","f",22
"2423","down",5,5,4,"RAA","f",22
"2424","left",5,5,5,"RAA","f",22
"2425","left",5,5,6,"RAA","f",22
"2426","down",5,5,7,"RAA","f",22
"2427","left",5,5,8,"RAA","f",22
"2428","left",5,5,9,"RAA","f",22
"2429","down",5,5,10,"RAA","f",22
"2430","down",5,5,11,"RAA","f",22
"2431","left",5,5,12,"RAA","f",22
"2432","down",5,5,13,"RAA","f",22
"2433","left",5,5,14,"RAA","f",22
"2434","down",5,5,15,"RAA","f",22
"2435","left",5,5,16,"RAA","f",22
"2436","down",5,5,17,"RAA","f",22
"2437","left",5,5,18,"RAA","f",22
"2438","down",5,5,19,"RAA","f",22
"2439","down",5,5,20,"RAA","f",22
"2440","left",6,1,0,"RAA","f",22
"2441","left",6,1,1,"RAA","f",22
"2442","down",6,1,2,"RAA","f",22
"2443","down",6,1,3,"RAA","f",22
"2444","down",5,2,0,"RAA","f",22
"2445","left",5,2,1,"RAA","f",22
"2446","down",5,2,2,"RAA","f",22
"2447","down",5,2,3,"RAA","f",22
"2448","left",5,2,4,"RAA","f",22
"2449","down",5,2,5,"RAA","f",22
"2450","down",5,2,6,"RAA","f",22
"2451","down",1,4,0,"RAA","f",22
"2452","left",1,4,1,"RAA","f",22
"2453","down",1,4,2,"RAA","f",22
"2454","left",1,4,3,"RAA","f",22
"2455","down",1,4,4,"RAA","f",22
"2456","left",1,4,5,"RAA","f",22
"2457","left",1,4,6,"RAA","f",22
"2458","right",1,4,7,"RAA","f",22
"2459","left",1,4,8,"RAA","f",22
"2460","down",1,4,9,"RAA","f",22
"2461","down",1,4,10,"RAA","f",22
"2462","left",1,4,11,"RAA","f",22
"2463","left",1,4,12,"RAA","f",22
"2464","left",1,4,13,"RAA","f",22
"2465","left",1,4,14,"RAA","f",22
"2466","down",1,4,15,"RAA","f",22
"2467","down",1,4,16,"RAA","f",22
"2468","left",1,4,17,"RAA","f",22
"2469","down",1,4,18,"RAA","f",22
"2470","left",1,4,19,"RAA","f",22
"2471","down",1,4,20,"RAA","f",22
"2472","left",1,4,21,"RAA","f",22
"2473","left",1,4,22,"RAA","f",22
"2474","left",1,4,23,"RAA","f",22
"2475","left",1,4,24,"RAA","f",22
"2476","down",1,4,25,"RAA","f",22
"2477","down",1,4,26,"RAA","f",22
"2478","left",1,4,27,"RAA","f",22
"2479","down",1,4,28,"RAA","f",22
"2480","left",1,4,29,"RAA","f",22
"2481","left",1,4,30,"RAA","f",22
"2482","left",1,4,31,"RAA","f",22
"2483","down",1,4,32,"RAA","f",22
"2484","down",1,4,33,"RAA","f",22
"2485","down",5,3,0,"RAA","f",22
"2486","down",5,3,1,"RAA","f",22
"2487","down",6,3,0,"RAA","f",22
"2488","left",6,3,1,"RAA","f",22
"2489","left",6,3,2,"RAA","f",22
"2490","left",6,3,3,"RAA","f",22
"2491","left",6,3,4,"RAA","f",22
"2492","down",6,3,5,"RAA","f",22
"2493","left",6,3,6,"RAA","f",22
"2494","left",6,3,7,"RAA","f",22
"2495","down",6,3,8,"RAA","f",22
"2496","left",6,3,9,"RAA","f",22
"2497","down",6,3,10,"RAA","f",22
"2498","right",6,3,11,"RAA","f",22
"2499","down",6,3,12,"RAA","f",22
"2500","down",6,3,13,"RAA","f",22
"2501","down",2,1,0,"RAA","f",22
"2502","down",2,1,1,"RAA","f",22
"2503","left",2,1,2,"RAA","f",22
"2504","down",2,1,3,"RAA","f",22
"2505","down",2,1,4,"RAA","f",22
"2506","down",4,4,0,"RAA","f",22
"2507","down",4,4,1,"RAA","f",22
"2508","left",4,4,2,"RAA","f",22
"2509","down",4,4,3,"RAA","f",22
"2510","down",4,4,4,"RAA","f",22
"2511","left",4,4,5,"RAA","f",22
"2512","left",4,4,6,"RAA","f",22
"2513","down",4,4,7,"RAA","f",22
"2514","left",4,4,8,"RAA","f",22
"2515","down",4,4,9,"RAA","f",22
"2516","down",4,4,10,"RAA","f",22
"2517","down",4,5,0,"RAA","f",22
"2518","down",4,5,1,"RAA","f",22
"2519","left",4,5,2,"RAA","f",22
"2520","down",4,5,3,"RAA","f",22
"2521","down",4,5,4,"RAA","f",22
"2522","down",1,2,0,"RAA","f",22
"2523","down",1,2,1,"RAA","f",22
"2524","down",3,5,0,"RAA","f",22
"2525","down",3,5,1,"RAA","f",22
"2526","left",3,5,2,"RAA","f",22
"2527","down",3,5,3,"RAA","f",22
"2528","down",3,5,4,"RAA","f",22
"2529","left",6,4,0,"RAA","f",22
"2530","down",6,4,1,"RAA","f",22
"2531","down",6,4,2,"RAA","f",22
"2532","left",1,3,0,"RAA","f",22
"2533","down",1,3,1,"RAA","f",22
"2534","down",1,3,2,"RAA","f",22
"2535","left",1,3,3,"RAA","f",22
"2536","down",1,3,4,"RAA","f",22
"2537","left",1,3,5,"RAA","f",22
"2538","left",1,3,6,"RAA","f",22
"2539","down",1,3,7,"RAA","f",22
"2540","left",1,3,8,"RAA","f",22
"2541","left",1,3,9,"RAA","f",22
"2542","left",1,3,10,"RAA","f",22
"2543","down",1,3,11,"RAA","f",22
"2544","left",1,3,12,"RAA","f",22
"2545","left",1,3,13,"RAA","f",22
"2546","down",1,3,14,"RAA","f",22
"2547","left",1,3,15,"RAA","f",22
"2548","left",1,3,16,"RAA","f",22
"2549","down",1,3,17,"RAA","f",22
"2550","left",1,3,18,"RAA","f",22
"2551","down",1,3,19,"RAA","f",22
"2552","down",1,3,20,"RAA","f",22
"2553","left",1,3,21,"RAA","f",22
"2554","down",1,3,22,"RAA","f",22
"2555","down",1,3,23,"RAA","f",22
"2556","down",2,3,0,"RAA","f",22
"2557","down",2,3,1,"RAA","f",22
"2558","left",2,5,0,"RAA","f",22
"2559","left",2,5,1,"RAA","f",22
"2560","down",2,5,2,"RAA","f",22
"2561","left",2,5,3,"RAA","f",22
"2562","down",2,5,4,"RAA","f",22
"2563","down",2,5,5,"RAA","f",22
"2564","left",6,2,0,"RAA","f",22
"2565","left",6,2,1,"RAA","f",22
"2566","left",6,2,2,"RAA","f",22
"2567","down",6,2,3,"RAA","f",22
"2568","left",6,2,4,"RAA","f",22
"2569","down",6,2,5,"RAA","f",22
"2570","left",6,2,6,"RAA","f",22
"2571","left",6,2,7,"RAA","f",22
"2572","down",6,2,8,"RAA","f",22
"2573","left",6,2,9,"RAA","f",22
"2574","down",6,2,10,"RAA","f",22
"2575","left",6,2,11,"RAA","f",22
"2576","down",6,2,12,"RAA","f",22
"2577","left",6,2,13,"RAA","f",22
"2578","down",6,2,14,"RAA","f",22
"2579","down",6,2,15,"RAA","f",22
"2580","left",2,2,0,"RAA","f",22
"2581","down",2,2,1,"RAA","f",22
"2582","down",2,2,2,"RAA","f",22
"2583","down",1,1,0,"RAA","f",22
"2584","left",1,1,1,"RAA","f",22
"2585","left",1,1,2,"RAA","f",22
"2586","down",1,1,3,"RAA","f",22
"2587","left",1,1,4,"RAA","f",22
"2588","left",1,1,5,"RAA","f",22
"2589","left",1,1,6,"RAA","f",22
"2590","down",1,1,7,"RAA","f",22
"2591","left",1,1,8,"RAA","f",22
"2592","down",1,1,9,"RAA","f",22
"2593","left",1,1,10,"RAA","f",22
"2594","down",1,1,11,"RAA","f",22
"2595","down",1,1,12,"RAA","f",22
"2596","down",3,1,0,"RAA","f",22
"2597","down",3,1,1,"RAA","f",22
"2598","left",3,1,2,"RAA","f",22
"2599","down",3,1,3,"RAA","f",22
"2600","down",3,1,4,"RAA","f",22
"2601","right",5,5,0,"KAA","f",24
"2602","down",5,5,1,"KAA","f",24
"2603","down",5,5,2,"KAA","f",24
"2604","down",3,2,0,"KAA","f",24
"2605","down",3,2,1,"KAA","f",24
"2606","left",3,2,2,"KAA","f",24
"2607","left",3,2,3,"KAA","f",24
"2608","left",3,2,4,"KAA","f",24
"2609","down",3,2,5,"KAA","f",24
"2610","down",3,2,6,"KAA","f",24
"2611","left",3,2,7,"KAA","f",24
"2612","left",3,2,8,"KAA","f",24
"2613","left",3,2,9,"KAA","f",24
"2614","left",3,2,10,"KAA","f",24
"2615","down",3,2,11,"KAA","f",24
"2616","left",3,2,12,"KAA","f",24
"2617","down",3,2,13,"KAA","f",24
"2618","down",3,2,14,"KAA","f",24
"2619","down",1,1,0,"KAA","f",24
"2620","left",1,1,1,"KAA","f",24
"2621","left",1,1,2,"KAA","f",24
"2622","down",1,1,3,"KAA","f",24
"2623","down",1,1,4,"KAA","f",24
"2624","left",1,1,5,"KAA","f",24
"2625","left",1,1,6,"KAA","f",24
"2626","left",1,1,7,"KAA","f",24
"2627","left",1,1,8,"KAA","f",24
"2628","left",1,1,9,"KAA","f",24
"2629","left",1,1,10,"KAA","f",24
"2630","down",1,1,11,"KAA","f",24
"2631","down",1,1,12,"KAA","f",24
"2632","left",1,1,13,"KAA","f",24
"2633","down",1,1,14,"KAA","f",24
"2634","down",1,1,15,"KAA","f",24
"2635","right",4,4,0,"KAA","f",24
"2636","left",4,4,1,"KAA","f",24
"2637","left",4,4,2,"KAA","f",24
"2638","right",4,4,3,"KAA","f",24
"2639","left",4,4,4,"KAA","f",24
"2640","down",4,4,5,"KAA","f",24
"2641","down",4,4,6,"KAA","f",24
"2642","left",6,1,0,"KAA","f",24
"2643","left",6,1,1,"KAA","f",24
"2644","down",6,1,2,"KAA","f",24
"2645","down",6,1,3,"KAA","f",24
"2646","left",4,2,0,"KAA","f",24
"2647","down",4,2,1,"KAA","f",24
"2648","left",4,2,2,"KAA","f",24
"2649","left",4,2,3,"KAA","f",24
"2650","right",4,2,4,"KAA","f",24
"2651","down",4,2,5,"KAA","f",24
"2652","left",4,2,6,"KAA","f",24
"2653","down",4,2,7,"KAA","f",24
"2654","down",4,2,8,"KAA","f",24
"2655","down",2,2,0,"KAA","f",24
"2656","down",2,2,1,"KAA","f",24
"2657","left",2,2,2,"KAA","f",24
"2658","down",2,2,3,"KAA","f",24
"2659","down",2,2,4,"KAA","f",24
"2660","down",2,1,0,"KAA","f",24
"2661","down",2,1,1,"KAA","f",24
"2662","down",3,5,0,"KAA","f",24
"2663","down",3,5,1,"KAA","f",24
"2664","left",3,5,2,"KAA","f",24
"2665","down",3,5,3,"KAA","f",24
"2666","down",3,5,4,"KAA","f",24
"2667","down",2,3,0,"KAA","f",24
"2668","left",2,3,1,"KAA","f",24
"2669","down",2,3,2,"KAA","f",24
"2670","down",2,3,3,"KAA","f",24
"2671","left",2,3,4,"KAA","f",24
"2672","left",2,3,5,"KAA","f",24
"2673","down",2,3,6,"KAA","f",24
"2674","down",2,3,7,"KAA","f",24
"2675","left",6,4,0,"KAA","f",24
"2676","left",6,4,1,"KAA","f",24
"2677","left",6,4,2,"KAA","f",24
"2678","left",6,4,3,"KAA","f",24
"2679","left",6,4,4,"KAA","f",24
"2680","left",6,4,5,"KAA","f",24
"2681","down",6,4,6,"KAA","f",24
"2682","down",6,4,7,"KAA","f",24
"2683","down",2,4,0,"KAA","f",24
"2684","down",2,4,1,"KAA","f",24
"2685","down",6,2,0,"KAA","f",24
"2686","down",6,2,1,"KAA","f",24
"2687","down",3,4,0,"KAA","f",24
"2688","left",3,4,1,"KAA","f",24
"2689","down",3,4,2,"KAA","f",24
"2690","left",3,4,3,"KAA","f",24
"2691","down",3,4,4,"KAA","f",24
"2692","left",3,4,5,"KAA","f",24
"2693","left",3,4,6,"KAA","f",24
"2694","down",3,4,7,"KAA","f",24
"2695","left",3,4,8,"KAA","f",24
"2696","down",3,4,9,"KAA","f",24
"2697","down",3,4,10,"KAA","f",24
"2698","left",4,1,0,"KAA","f",24
"2699","left",4,1,1,"KAA","f",24
"2700","down",4,1,2,"KAA","f",24
"2701","down",4,1,3,"KAA","f",24
"2702","left",6,5,0,"KAA","f",24
"2703","left",6,5,1,"KAA","f",24
"2704","left",6,5,2,"KAA","f",24
"2705","left",6,5,3,"KAA","f",24
"2706","left",6,5,4,"KAA","f",24
"2707","left",6,5,5,"KAA","f",24
"2708","left",6,5,6,"KAA","f",24
"2709","down",6,5,7,"KAA","f",24
"2710","down",6,5,8,"KAA","f",24
"2711","left",6,5,9,"KAA","f",24
"2712","down",6,5,10,"KAA","f",24
"2713","left",6,5,11,"KAA","f",24
"2714","down",6,5,12,"KAA","f",24
"2715","down",6,5,13,"KAA","f",24
"2716","left",6,5,14,"KAA","f",24
"2717","down",6,5,15,"KAA","f",24
"2718","down",6,5,16,"KAA","f",24
"2719","down",1,4,0,"KAA","f",24
"2720","left",1,4,1,"KAA","f",24
"2721","down",1,4,2,"KAA","f",24
"2722","left",1,4,3,"KAA","f",24
"2723","down",1,4,4,"KAA","f",24
"2724","left",1,4,5,"KAA","f",24
"2725","down",1,4,6,"KAA","f",24
"2726","left",1,4,7,"KAA","f",24
"2727","left",1,4,8,"KAA","f",24
"2728","left",1,4,9,"KAA","f",24
"2729","left",1,4,10,"KAA","f",24
"2730","down",1,4,11,"KAA","f",24
"2731","left",1,4,12,"KAA","f",24
"2732","down",1,4,13,"KAA","f",24
"2733","left",1,4,14,"KAA","f",24
"2734","down",1,4,15,"KAA","f",24
"2735","down",1,4,16,"KAA","f",24
"2736","left",1,4,17,"KAA","f",24
"2737","down",1,4,18,"KAA","f",24
"2738","down",1,4,19,"KAA","f",24
"2739","left",3,3,0,"KAA","f",24
"2740","down",3,3,1,"KAA","f",24
"2741","down",3,3,2,"KAA","f",24
"2742","down",3,1,0,"KAA","f",24
"2743","down",3,1,1,"KAA","f",24
"2744","left",3,1,2,"KAA","f",24
"2745","down",3,1,3,"KAA","f",24
"2746","down",3,1,4,"KAA","f",24
"2747","left",6,3,0,"KAA","f",24
"2748","down",6,3,1,"KAA","f",24
"2749","left",6,3,2,"KAA","f",24
"2750","right",6,3,3,"KAA","f",24
"2751","left",6,3,4,"KAA","f",24
"2752","down",6,3,5,"KAA","f",24
"2753","down",6,3,6,"KAA","f",24
"2754","left",6,3,7,"KAA","f",24
"2755","down",6,3,8,"KAA","f",24
"2756","down",6,3,9,"KAA","f",24
"2757","left",5,1,0,"KAA","f",24
"2758","down",5,1,1,"KAA","f",24
"2759","left",5,1,2,"KAA","f",24
"2760","down",5,1,3,"KAA","f",24
"2761","down",5,1,4,"KAA","f",24
"2762","left",5,1,5,"KAA","f",24
"2763","left",5,1,6,"KAA","f",24
"2764","down",5,1,7,"KAA","f",24
"2765","left",5,1,8,"KAA","f",24
"2766","down",5,1,9,"KAA","f",24
"2767","left",5,1,10,"KAA","f",24
"2768","left",5,1,11,"KAA","f",24
"2769","left",5,1,12,"KAA","f",24
"2770","left",5,1,13,"KAA","f",24
"2771","left",5,1,14,"KAA","f",24
"2772","left",5,1,15,"KAA","f",24
"2773","right",5,1,16,"KAA","f",24
"2774","left",5,1,17,"KAA","f",24
"2775","down",5,1,18,"KAA","f",24
"2776","left",5,1,19,"KAA","f",24
"2777","left",5,1,20,"KAA","f",24
"2778","down",5,1,21,"KAA","f",24
"2779","down",5,1,22,"KAA","f",24
"2780","down",1,3,0,"KAA","f",24
"2781","left",1,3,1,"KAA","f",24
"2782","down",1,3,2,"KAA","f",24
"2783","left",1,3,3,"KAA","f",24
"2784","right",1,3,4,"KAA","f",24
"2785","right",1,3,5,"KAA","f",24
"2786","left",1,3,6,"KAA","f",24
"2787","left",1,3,7,"KAA","f",24
"2788","left",1,3,8,"KAA","f",24
"2789","down",1,3,9,"KAA","f",24
"2790","left",1,3,10,"KAA","f",24
"2791","down",1,3,11,"KAA","f",24
"2792","right",1,3,12,"KAA","f",24
"2793","down",1,3,13,"KAA","f",24
"2794","down",1,3,14,"KAA","f",24
"2795","down",2,5,0,"KAA","f",24
"2796","left",2,5,1,"KAA","f",24
"2797","down",2,5,2,"KAA","f",24
"2798","left",2,5,3,"KAA","f",24
"2799","down",2,5,4,"KAA","f",24
"2800","left",2,5,5,"KAA","f",24
"2801","down",2,5,6,"KAA","f",24
"2802","down",2,5,7,"KAA","f",24
"2803","down",5,2,0,"KAA","f",24
"2804","down",5,2,1,"KAA","f",24
"2805","down",5,3,0,"KAA","f",24
"2806","down",5,3,1,"KAA","f",24
"2807","left",5,3,2,"KAA","f",24
"2808","down",5,3,3,"KAA","f",24
"2809","down",5,3,4,"KAA","f",24
"2810","left",5,4,0,"KAA","f",24
"2811","left",5,4,1,"KAA","f",24
"2812","down",5,4,2,"KAA","f",24
"2813","down",5,4,3,"KAA","f",24
"2814","left",5,4,4,"KAA","f",24
"2815","down",5,4,5,"KAA","f",24
"2816","left",5,4,6,"KAA","f",24
"2817","left",5,4,7,"KAA","f",24
"2818","left",5,4,8,"KAA","f",24
"2819","down",5,4,9,"KAA","f",24
"2820","down",5,4,10,"KAA","f",24
"2821","left",4,3,0,"KAA","f",24
"2822","left",4,3,1,"KAA","f",24
"2823","left",4,3,2,"KAA","f",24
"2824","left",4,3,3,"KAA","f",24
"2825","down",4,3,4,"KAA","f",24
"2826","down",4,3,5,"KAA","f",24
"2827","left",4,3,6,"KAA","f",24
"2828","left",4,3,7,"KAA","f",24
"2829","left",4,3,8,"KAA","f",24
"2830","left",4,3,9,"KAA","f",24
"2831","down",4,3,10,"KAA","f",24
"2832","left",4,3,11,"KAA","f",24
"2833","down",4,3,12,"KAA","f",24
"2834","down",4,3,13,"KAA","f",24
"2835","down",4,5,0,"KAA","f",24
"2836","down",4,5,1,"KAA","f",24
"2837","down",1,2,0,"KAA","f",24
"2838","left",1,2,1,"KAA","f",24
"2839","left",1,2,2,"KAA","f",24
"2840","down",1,2,3,"KAA","f",24
"2841","down",1,2,4,"KAA","f",24
"2842","left",1,2,5,"KAA","f",24
"2843","down",1,2,6,"KAA","f",24
"2844","left",1,2,7,"KAA","f",24
"2845","left",1,2,8,"KAA","f",24
"2846","down",1,2,9,"KAA","f",24
"2847","left",1,2,10,"KAA","f",24
"2848","down",1,2,11,"KAA","f",24
"2849","down",1,2,12,"KAA","f",24
"2850","left",1,2,13,"KAA","f",24
"2851","left",1,2,14,"KAA","f",24
"2852","down",1,2,15,"KAA","f",24
"2853","left",1,2,16,"KAA","f",24
"2854","down",1,2,17,"KAA","f",24
"2855","left",1,2,18,"KAA","f",24
"2856","left",1,2,19,"KAA","f",24
"2857","down",1,2,20,"KAA","f",24
"2858","down",1,2,21,"KAA","f",24
"2859","down",1,5,0,"KAA","f",24
"2860","left",1,5,1,"KAA","f",24
"2861","down",1,5,2,"KAA","f",24
"2862","down",1,5,3,"KAA","f",24
"2863","right",1,2,0,"NV","f",28
"2864","right",1,2,1,"NV","f",28
"2865","down",1,2,2,"NV","f",28
"2866","down",1,2,3,"NV","f",28
"2867","down",6,3,0,"NV","f",28
"2868","down",6,3,1,"NV","f",28
"2869","down",2,3,0,"NV","f",28
"2870","down",2,3,1,"NV","f",28
"2871","down",2,1,0,"NV","f",28
"2872","right",2,1,1,"NV","f",28
"2873","down",2,1,2,"NV","f",28
"2874","down",2,1,3,"NV","f",28
"2875","right",2,1,4,"NV","f",28
"2876","right",2,1,5,"NV","f",28
