"","answer.keys","n","size","trials_3.thisRepN","participant","gender","age"
"4657","down",4,3,59,"OR","f",21
"4658","down",4,3,60,"OR","f",21
"4659","down",3,5,0,"OR","f",21
"4660","right",3,5,1,"OR","f",21
"4661","down",3,5,2,"OR","f",21
"4662","right",3,5,3,"OR","f",21
"4663","right",3,5,4,"OR","f",21
"4664","right",3,5,5,"OR","f",21
"4665","down",3,5,6,"OR","f",21
"4666","right",3,5,7,"OR","f",21
"4667","right",3,5,8,"OR","f",21
"4668","right",3,5,9,"OR","f",21
"4669","right",3,5,10,"OR","f",21
"4670","right",3,5,11,"OR","f",21
"4671","right",3,5,12,"OR","f",21
"4672","right",3,5,13,"OR","f",21
"4673","right",3,5,14,"OR","f",21
"4674","right",3,5,15,"OR","f",21
"4675","right",3,5,16,"OR","f",21
"4676","right",3,5,17,"OR","f",21
"4677","right",3,5,18,"OR","f",21
"4678","right",3,5,19,"OR","f",21
"4679","right",3,5,20,"OR","f",21
"4680","down",3,5,21,"OR","f",21
"4681","down",3,5,22,"OR","f",21
"4682","down",2,3,0,"OR","f",21
"4683","right",2,3,1,"OR","f",21
"4684","right",2,3,2,"OR","f",21
"4685","right",2,3,3,"OR","f",21
"4686","right",2,3,4,"OR","f",21
"4687","right",2,3,5,"OR","f",21
"4688","right",2,3,6,"OR","f",21
"4689","right",2,3,7,"OR","f",21
"4690","right",2,3,8,"OR","f",21
"4691","right",2,3,9,"OR","f",21
"4692","down",2,3,10,"OR","f",21
"4693","right",2,3,11,"OR","f",21
"4694","right",2,3,12,"OR","f",21
"4695","right",2,3,13,"OR","f",21
"4696","down",2,3,14,"OR","f",21
"4697","right",2,3,15,"OR","f",21
"4698","right",2,3,16,"OR","f",21
"4699","right",2,3,17,"OR","f",21
"4700","right",2,3,18,"OR","f",21
"4701","down",2,3,19,"OR","f",21
"4702","down",2,3,20,"OR","f",21
"4703","left",6,4,0,"OR","f",21
"4704","right",6,4,1,"OR","f",21
"4705","down",6,4,2,"OR","f",21
"4706","down",6,4,3,"OR","f",21
"4707","down",6,1,0,"OR","f",21
"4708","down",6,1,1,"OR","f",21
"4709","down",1,3,0,"OR","f",21
"4710","down",1,3,1,"OR","f",21
"4711","left",1,4,0,"OR","f",21
"4712","down",1,4,1,"OR","f",21
"4713","down",1,4,2,"OR","f",21
"4714","right",3,2,0,"OR","f",21
"4715","left",3,2,1,"OR","f",21
"4716","down",3,2,2,"OR","f",21
"4717","right",3,2,3,"OR","f",21
"4718","down",3,2,4,"OR","f",21
"4719","left",3,2,5,"OR","f",21
"4720","right",3,2,6,"OR","f",21
"4721","down",3,2,7,"OR","f",21
"4722","down",3,2,8,"OR","f",21
"4723","left",3,2,9,"OR","f",21
"4724","down",3,2,10,"OR","f",21
"4725","down",3,2,11,"OR","f",21
"4726","right",3,2,12,"OR","f",21
"4727","down",3,2,13,"OR","f",21
"4728","down",3,2,14,"OR","f",21
"4729","left",2,5,0,"OR","f",21
"4730","down",2,5,1,"OR","f",21
"4731","right",2,5,2,"OR","f",21
"4732","left",2,5,3,"OR","f",21
"4733","right",2,5,4,"OR","f",21
"4734","down",2,5,5,"OR","f",21
"4735","left",2,5,6,"OR","f",21
"4736","down",2,5,7,"OR","f",21
"4737","left",2,5,8,"OR","f",21
"4738","down",2,5,9,"OR","f",21
"4739","down",2,5,10,"OR","f",21
"4740","left",1,5,0,"OR","f",21
"4741","down",1,5,1,"OR","f",21
"4742","left",1,5,2,"OR","f",21
"4743","right",1,5,3,"OR","f",21
"4744","right",1,5,4,"OR","f",21
"4745","left",1,5,5,"OR","f",21
"4746","left",1,5,6,"OR","f",21
"4747","left",1,5,7,"OR","f",21
"4748","right",1,5,8,"OR","f",21
"4749","down",1,5,9,"OR","f",21
"4750","left",1,5,10,"OR","f",21
"4751","down",1,5,11,"OR","f",21
"4752","left",1,5,12,"OR","f",21
"4753","left",1,5,13,"OR","f",21
"4754","left",1,5,14,"OR","f",21
"4755","down",1,5,15,"OR","f",21
"4756","left",1,5,16,"OR","f",21
"4757","left",1,5,17,"OR","f",21
"4758","down",1,5,18,"OR","f",21
"4759","down",1,5,19,"OR","f",21
"4760","down",5,2,0,"OR","f",21
"4761","left",5,2,1,"OR","f",21
"4762","right",5,2,2,"OR","f",21
"4763","right",5,2,3,"OR","f",21
"4764","right",5,2,4,"OR","f",21
"4765","right",5,2,5,"OR","f",21
"4766","down",5,2,6,"OR","f",21
"4767","down",5,2,7,"OR","f",21
"4768","down",3,1,0,"OR","f",21
"4769","right",3,1,1,"OR","f",21
"4770","right",3,1,2,"OR","f",21
"4771","right",3,1,3,"OR","f",21
"4772","right",3,1,4,"OR","f",21
"4773","down",3,1,5,"OR","f",21
"4774","right",3,1,6,"OR","f",21
"4775","right",3,1,7,"OR","f",21
"4776","right",3,1,8,"OR","f",21
"4777","right",3,1,9,"OR","f",21
"4778","left",3,1,10,"OR","f",21
"4779","right",3,1,11,"OR","f",21
"4780","left",3,1,12,"OR","f",21
"4781","right",3,1,13,"OR","f",21
"4782","left",3,1,14,"OR","f",21
"4783","right",3,1,15,"OR","f",21
"4784","right",3,1,16,"OR","f",21
"4785","right",3,1,17,"OR","f",21
"4786","left",3,1,18,"OR","f",21
"4787","right",3,1,19,"OR","f",21
"4788","left",3,1,20,"OR","f",21
"4789","right",3,1,21,"OR","f",21
"4790","right",3,1,22,"OR","f",21
"4791","left",3,1,23,"OR","f",21
"4792","right",3,1,24,"OR","f",21
"4793","left",3,1,25,"OR","f",21
"4794","right",3,1,26,"OR","f",21
"4795","right",3,1,27,"OR","f",21
"4796","right",3,1,28,"OR","f",21
"4797","down",3,1,29,"OR","f",21
"4798","left",3,1,30,"OR","f",21
"4799","left",3,1,31,"OR","f",21
"4800","right",3,1,32,"OR","f",21
"4801","left",3,1,33,"OR","f",21
"4802","down",3,1,34,"OR","f",21
"4803","left",3,1,35,"OR","f",21
"4804","left",3,1,36,"OR","f",21
"4805","down",3,1,37,"OR","f",21
"4806","down",3,1,38,"OR","f",21
"4807","left",3,1,39,"OR","f",21
"4808","down",3,1,40,"OR","f",21
"4809","down",3,1,41,"OR","f",21
"4810","left",4,1,0,"OR","f",21
"4811","left",4,1,1,"OR","f",21
"4812","down",4,1,2,"OR","f",21
"4813","left",4,1,3,"OR","f",21
"4814","down",4,1,4,"OR","f",21
"4815","left",4,1,5,"OR","f",21
"4816","left",4,1,6,"OR","f",21
"4817","left",4,1,7,"OR","f",21
"4818","left",4,1,8,"OR","f",21
"4819","left",4,1,9,"OR","f",21
"4820","left",4,1,10,"OR","f",21
"4821","left",4,1,11,"OR","f",21
"4822","right",4,1,12,"OR","f",21
"4823","left",4,1,13,"OR","f",21
"4824","left",4,1,14,"OR","f",21
"4825","left",4,1,15,"OR","f",21
"4826","left",4,1,16,"OR","f",21
"4827","left",4,1,17,"OR","f",21
"4828","left",4,1,18,"OR","f",21
"4829","right",4,1,19,"OR","f",21
"4830","left",4,1,20,"OR","f",21
"4831","left",4,1,21,"OR","f",21
"4832","left",4,1,22,"OR","f",21
"4833","left",4,1,23,"OR","f",21
"4834","left",4,1,24,"OR","f",21
"4835","left",4,1,25,"OR","f",21
"4836","left",4,1,26,"OR","f",21
"4837","left",4,1,27,"OR","f",21
"4838","left",4,1,28,"OR","f",21
"4839","left",4,1,29,"OR","f",21
"4840","left",4,1,30,"OR","f",21
"4841","right",4,1,31,"OR","f",21
"4842","left",4,1,32,"OR","f",21
"4843","left",4,1,33,"OR","f",21
"4844","left",4,1,34,"OR","f",21
"4845","left",4,1,35,"OR","f",21
"4846","left",4,1,36,"OR","f",21
"4847","left",4,1,37,"OR","f",21
"4848","left",4,1,38,"OR","f",21
"4849","left",4,1,39,"OR","f",21
"4850","down",4,1,40,"OR","f",21
"4851","right",4,1,41,"OR","f",21
"4852","right",4,1,42,"OR","f",21
"4853","right",4,1,43,"OR","f",21
"4854","down",4,1,44,"OR","f",21
"4855","down",4,1,45,"OR","f",21
"4856","left",4,4,0,"OR","f",21
"4857","right",4,4,1,"OR","f",21
"4858","left",4,4,2,"OR","f",21
"4859","right",4,4,3,"OR","f",21
"4860","down",4,4,4,"OR","f",21
"4861","left",4,4,5,"OR","f",21
"4862","left",4,4,6,"OR","f",21
"4863","left",4,4,7,"OR","f",21
"4864","left",4,4,8,"OR","f",21
"4865","left",4,4,9,"OR","f",21
"4866","left",4,4,10,"OR","f",21
"4867","left",4,4,11,"OR","f",21
"4868","left",4,4,12,"OR","f",21
"4869","left",4,4,13,"OR","f",21
"4870","left",4,4,14,"OR","f",21
"4871","left",4,4,15,"OR","f",21
"4872","left",4,4,16,"OR","f",21
"4873","left",4,4,17,"OR","f",21
"4874","down",4,4,18,"OR","f",21
"4875","left",4,4,19,"OR","f",21
"4876","left",4,4,20,"OR","f",21
"4877","left",4,4,21,"OR","f",21
"4878","left",4,4,22,"OR","f",21
"4879","left",4,4,23,"OR","f",21
"4880","left",4,4,24,"OR","f",21
"4881","down",4,4,25,"OR","f",21
"4882","left",4,4,26,"OR","f",21
"4883","left",4,4,27,"OR","f",21
"4884","left",4,4,28,"OR","f",21
"4885","left",4,4,29,"OR","f",21
"4886","left",4,4,30,"OR","f",21
"4887","left",4,4,31,"OR","f",21
"4888","left",4,4,32,"OR","f",21
"4889","left",4,4,33,"OR","f",21
"4890","down",4,4,34,"OR","f",21
"4891","down",4,4,35,"OR","f",21
"4892","left",2,2,0,"OR","f",21
"4893","left",2,2,1,"OR","f",21
"4894","left",2,2,2,"OR","f",21
"4895","left",2,2,3,"OR","f",21
"4896","down",2,2,4,"OR","f",21
"4897","down",2,2,5,"OR","f",21
"4898","left",4,2,0,"OR","f",21
"4899","down",4,2,1,"OR","f",21
"4900","left",4,2,2,"OR","f",21
"4901","down",4,2,3,"OR","f",21
"4902","down",4,2,4,"OR","f",21
"4903","left",1,2,0,"OR","f",21
"4904","left",1,2,1,"OR","f",21
"4905","left",1,2,2,"OR","f",21
"4906","left",1,2,3,"OR","f",21
"4907","left",1,2,4,"OR","f",21
"4908","down",1,2,5,"OR","f",21
"4909","down",1,2,6,"OR","f",21
"4910","left",5,5,0,"OR","f",21
"4911","right",5,5,1,"OR","f",21
"4912","left",5,5,2,"OR","f",21
"4913","left",5,5,3,"OR","f",21
"4914","left",5,5,4,"OR","f",21
"4915","left",5,5,5,"OR","f",21
"4916","left",5,5,6,"OR","f",21
"4917","down",5,5,7,"OR","f",21
"4918","left",5,5,8,"OR","f",21
"4919","down",5,5,9,"OR","f",21
"4920","left",5,5,10,"OR","f",21
"4921","left",5,5,11,"OR","f",21
"4922","left",5,5,12,"OR","f",21
"4923","left",5,5,13,"OR","f",21
"4924","left",5,5,14,"OR","f",21
"4925","left",5,5,15,"OR","f",21
"4926","left",5,5,16,"OR","f",21
"4927","left",5,5,17,"OR","f",21
"4928","down",5,5,18,"OR","f",21
"4929","left",5,5,19,"OR","f",21
"4930","left",5,5,20,"OR","f",21
"4931","left",5,5,21,"OR","f",21
"4932","down",5,5,22,"OR","f",21
"4933","left",5,5,23,"OR","f",21
"4934","down",5,5,24,"OR","f",21
"4935","left",5,5,25,"OR","f",21
"4936","down",5,5,26,"OR","f",21
"4937","down",5,5,27,"OR","f",21
"4938","left",3,3,0,"OR","f",21
"4939","left",3,3,1,"OR","f",21
"4940","left",3,3,2,"OR","f",21
"4941","down",3,3,3,"OR","f",21
"4942","down",3,3,4,"OR","f",21
"4943","left",3,3,5,"OR","f",21
"4944","left",3,3,6,"OR","f",21
"4945","left",3,3,7,"OR","f",21
"4946","left",3,3,8,"OR","f",21
"4947","left",3,3,9,"OR","f",21
"4948","left",3,3,10,"OR","f",21
"4949","left",3,3,11,"OR","f",21
"4950","left",3,3,12,"OR","f",21
"4951","left",3,3,13,"OR","f",21
"4952","down",3,3,14,"OR","f",21
"4953","down",3,3,15,"OR","f",21
"4954","left",1,1,0,"OR","f",21
"4955","left",1,1,1,"OR","f",21
"4956","left",1,1,2,"OR","f",21
"4957","left",1,1,3,"OR","f",21
"4958","left",1,1,4,"OR","f",21
"4959","left",1,1,5,"OR","f",21
"4960","left",1,1,6,"OR","f",21
"4961","left",1,1,7,"OR","f",21
"4962","left",1,1,8,"OR","f",21
"4963","left",1,1,9,"OR","f",21
"4964","left",1,1,10,"OR","f",21
"4965","left",1,1,11,"OR","f",21
"4966","left",1,1,12,"OR","f",21
"4967","left",1,1,13,"OR","f",21
"4968","left",1,1,14,"OR","f",21
"4969","left",1,1,15,"OR","f",21
"4970","left",1,1,16,"OR","f",21
"4971","left",1,1,17,"OR","f",21
"4972","left",1,1,18,"OR","f",21
"4973","left",1,1,19,"OR","f",21
"4974","left",1,1,20,"OR","f",21
"4975","left",1,1,21,"OR","f",21
"4976","left",1,1,22,"OR","f",21
"4977","left",1,1,23,"OR","f",21
"4978","left",1,1,24,"OR","f",21
"4979","left",1,1,25,"OR","f",21
"4980","left",1,1,26,"OR","f",21
"4981","left",1,1,27,"OR","f",21
"4982","down",1,1,28,"OR","f",21
"4983","down",1,1,29,"OR","f",21
"4984","left",1,1,30,"OR","f",21
"4985","left",1,1,31,"OR","f",21
"4986","left",1,1,32,"OR","f",21
"4987","left",1,1,33,"OR","f",21
"4988","left",1,1,34,"OR","f",21
"4989","left",1,1,35,"OR","f",21
"4990","left",1,1,36,"OR","f",21
"4991","down",1,1,37,"OR","f",21
"4992","left",1,1,38,"OR","f",21
"4993","down",1,1,39,"OR","f",21
"4994","down",1,1,40,"OR","f",21
"4995","left",6,3,0,"OR","f",21
"4996","right",6,3,1,"OR","f",21
"4997","right",6,3,2,"OR","f",21
"4998","right",6,3,3,"OR","f",21
"4999","right",6,3,4,"OR","f",21
"5000","left",6,3,5,"OR","f",21
"5001","left",6,3,6,"OR","f",21
"5002","left",6,3,7,"OR","f",21
"5003","left",6,3,8,"OR","f",21
"5004","left",6,3,9,"OR","f",21
"5005","right",6,3,10,"OR","f",21
"5006","left",6,3,11,"OR","f",21
"5007","right",6,3,12,"OR","f",21
"5008","left",6,3,13,"OR","f",21
"5009","right",6,3,14,"OR","f",21
"5010","down",6,3,15,"OR","f",21
"5011","down",6,3,16,"OR","f",21
"5012","left",3,4,0,"OR","f",21
"5013","left",3,4,1,"OR","f",21
"5014","left",3,4,2,"OR","f",21
"5015","left",3,4,3,"OR","f",21
"5016","left",3,4,4,"OR","f",21
"5017","left",3,4,5,"OR","f",21
"5018","left",3,4,6,"OR","f",21
"5019","left",3,4,7,"OR","f",21
"5020","left",3,4,8,"OR","f",21
"5021","left",3,4,9,"OR","f",21
"5022","right",3,4,10,"OR","f",21
"5023","right",3,4,11,"OR","f",21
"5024","left",3,4,12,"OR","f",21
"5025","left",3,4,13,"OR","f",21
"5026","left",3,4,14,"OR","f",21
"5027","left",3,4,15,"OR","f",21
"5028","left",3,4,16,"OR","f",21
"5029","left",3,4,17,"OR","f",21
"5030","left",3,4,18,"OR","f",21
"5031","left",3,4,19,"OR","f",21
"5032","left",3,4,20,"OR","f",21
"5033","left",3,4,21,"OR","f",21
"5034","left",3,4,22,"OR","f",21
"5035","left",3,4,23,"OR","f",21
"5036","left",3,4,24,"OR","f",21
"5037","left",3,4,25,"OR","f",21
"5038","left",3,4,26,"OR","f",21
"5039","left",3,4,27,"OR","f",21
"5040","left",3,4,28,"OR","f",21
"5041","left",3,4,29,"OR","f",21
"5042","left",3,4,30,"OR","f",21
"5043","left",3,4,31,"OR","f",21
"5044","left",3,4,32,"OR","f",21
"5045","left",3,4,33,"OR","f",21
"5046","left",3,4,34,"OR","f",21
"5047","left",3,4,35,"OR","f",21
"5048","left",3,4,36,"OR","f",21
"5049","left",3,4,37,"OR","f",21
"5050","left",3,4,38,"OR","f",21
"5051","left",3,4,39,"OR","f",21
"5052","left",3,4,40,"OR","f",21
"5053","left",3,4,41,"OR","f",21
"5054","left",3,4,42,"OR","f",21
"5055","left",3,4,43,"OR","f",21
"5056","left",3,4,44,"OR","f",21
"5057","left",3,4,45,"OR","f",21
"5058","down",3,4,46,"OR","f",21
"5059","down",3,4,47,"OR","f",21
"5060","right",5,4,0,"OR","f",21
"5061","left",5,4,1,"OR","f",21
"5062","right",5,4,2,"OR","f",21
"5063","right",5,4,3,"OR","f",21
"5064","right",5,4,4,"OR","f",21
"5065","right",5,4,5,"OR","f",21
"5066","left",5,4,6,"OR","f",21
"5067","right",5,4,7,"OR","f",21
"5068","right",5,4,8,"OR","f",21
"5069","left",5,4,9,"OR","f",21
"5070","left",5,4,10,"OR","f",21
"5071","left",5,4,11,"OR","f",21
"5072","left",5,4,12,"OR","f",21
"5073","down",5,4,13,"OR","f",21
"5074","left",5,4,14,"OR","f",21
"5075","down",5,4,15,"OR","f",21
"5076","left",5,4,16,"OR","f",21
"5077","down",5,4,17,"OR","f",21
"5078","down",5,4,18,"OR","f",21
"5079","left",5,1,0,"OR","f",21
"5080","down",5,1,1,"OR","f",21
"5081","down",5,1,2,"OR","f",21
"5082","down",5,3,0,"OR","f",21
"5083","left",5,3,1,"OR","f",21
"5084","left",5,3,2,"OR","f",21
"5085","down",5,3,3,"OR","f",21
"5086","left",5,3,4,"OR","f",21
"5087","left",5,3,5,"OR","f",21
"5088","left",5,3,6,"OR","f",21
"5089","left",5,3,7,"OR","f",21
"5090","left",5,3,8,"OR","f",21
"5091","left",5,3,9,"OR","f",21
"5092","left",5,3,10,"OR","f",21
"5093","left",5,3,11,"OR","f",21
"5094","left",5,3,12,"OR","f",21
"5095","left",5,3,13,"OR","f",21
"5096","left",5,3,14,"OR","f",21
"5097","left",5,3,15,"OR","f",21
"5098","left",5,3,16,"OR","f",21
"5099","left",5,3,17,"OR","f",21
"5100","down",5,3,18,"OR","f",21
"5101","left",5,3,19,"OR","f",21
"5102","down",5,3,20,"OR","f",21
"5103","left",5,3,21,"OR","f",21
"5104","left",5,3,22,"OR","f",21
"5105","left",5,3,23,"OR","f",21
"5106","left",5,3,24,"OR","f",21
"5107","left",5,3,25,"OR","f",21
"5108","left",5,3,26,"OR","f",21
"5109","left",5,3,27,"OR","f",21
"5110","left",5,3,28,"OR","f",21
"5111","left",5,3,29,"OR","f",21
"5112","left",5,3,30,"OR","f",21
"5113","left",5,3,31,"OR","f",21
"5114","right",5,3,32,"OR","f",21
"5115","down",5,3,33,"OR","f",21
"5116","down",5,3,34,"OR","f",21
"5117","down",6,2,0,"OR","f",21
"5118","down",6,2,1,"OR","f",21
"5119","down",2,1,0,"OR","f",21
"5120","right",2,1,1,"OR","f",21
"5121","right",2,1,2,"OR","f",21
"5122","down",2,1,3,"OR","f",21
"5123","down",2,1,4,"OR","f",21
"5124","left",4,5,0,"OR","f",21
"5125","left",4,5,1,"OR","f",21
"5126","right",4,5,2,"OR","f",21
"5127","left",4,5,3,"OR","f",21
"5128","down",4,5,4,"OR","f",21
"5129","left",4,5,5,"OR","f",21
"5130","left",4,5,6,"OR","f",21
"5131","left",4,5,7,"OR","f",21
"5132","left",4,5,8,"OR","f",21
"5133","left",4,5,9,"OR","f",21
"5134","left",4,5,10,"OR","f",21
"5135","left",4,5,11,"OR","f",21
"5136","left",4,5,12,"OR","f",21
"5137","left",4,5,13,"OR","f",21
"5138","left",4,5,14,"OR","f",21
"5139","down",4,5,15,"OR","f",21
"5140","left",4,5,16,"OR","f",21
"5141","down",4,5,17,"OR","f",21
"5142","down",4,5,18,"OR","f",21
"5143","down",2,4,0,"OR","f",21
"5144","down",2,4,1,"OR","f",21
"5145","right",6,5,0,"OR","f",21
"5146","left",6,5,1,"OR","f",21
"5147","left",6,5,2,"OR","f",21
"5148","left",6,5,3,"OR","f",21
"5149","left",6,5,4,"OR","f",21
"5150","down",6,5,5,"OR","f",21
"5151","left",6,5,6,"OR","f",21
"5152","down",6,5,7,"OR","f",21
"5153","left",6,5,8,"OR","f",21
"5154","down",6,5,9,"OR","f",21
"5155","down",6,5,10,"OR","f",21
"5156","left",6,4,0,"DN","m",27
"5157","left",6,4,1,"DN","m",27
"5158","left",6,4,2,"DN","m",27
"5159","left",6,4,3,"DN","m",27
"5160","left",6,4,4,"DN","m",27
"5161","left",6,4,5,"DN","m",27
"5162","left",6,4,6,"DN","m",27
"5163","left",6,4,7,"DN","m",27
"5164","left",6,4,8,"DN","m",27
"5165","left",6,4,9,"DN","m",27
"5166","left",6,4,10,"DN","m",27
"5167","left",6,4,11,"DN","m",27
"5168","left",6,4,12,"DN","m",27
"5169","left",6,4,13,"DN","m",27
"5170","left",6,4,14,"DN","m",27
"5171","left",6,4,15,"DN","m",27
"5172","left",6,4,16,"DN","m",27
"5173","left",6,4,17,"DN","m",27
"5174","left",6,4,18,"DN","m",27
"5175","left",6,4,19,"DN","m",27
"5176","left",6,4,20,"DN","m",27
"5177","left",6,4,21,"DN","m",27
"5178","left",6,4,22,"DN","m",27
"5179","left",6,4,23,"DN","m",27
"5180","left",6,4,24,"DN","m",27
"5181","left",6,4,25,"DN","m",27
"5182","right",6,4,26,"DN","m",27
"5183","left",6,4,27,"DN","m",27
"5184","left",6,4,28,"DN","m",27
"5185","right",6,4,29,"DN","m",27
"5186","left",6,4,30,"DN","m",27
"5187","left",6,4,31,"DN","m",27
"5188","left",6,4,32,"DN","m",27
"5189","left",6,4,33,"DN","m",27
"5190","left",6,4,34,"DN","m",27
"5191","left",6,4,35,"DN","m",27
"5192","right",6,4,36,"DN","m",27
"5193","left",6,4,37,"DN","m",27
"5194","right",6,4,38,"DN","m",27
"5195","right",6,4,39,"DN","m",27
"5196","right",6,4,40,"DN","m",27
"5197","left",6,4,41,"DN","m",27
"5198","left",6,4,42,"DN","m",27
"5199","left",6,4,43,"DN","m",27
"5200","left",6,4,44,"DN","m",27
"5201","right",6,4,45,"DN","m",27
"5202","left",6,4,46,"DN","m",27
"5203","right",6,4,47,"DN","m",27
"5204","left",6,4,48,"DN","m",27
"5205","right",6,4,49,"DN","m",27
"5206","left",6,4,50,"DN","m",27
"5207","left",6,4,51,"DN","m",27
"5208","left",6,4,52,"DN","m",27
"5209","right",6,4,53,"DN","m",27
"5210","left",6,4,54,"DN","m",27
"5211","right",6,4,55,"DN","m",27
"5212","left",6,4,56,"DN","m",27
"5213","left",6,4,57,"DN","m",27
"5214","left",6,4,58,"DN","m",27
"5215","right",6,4,59,"DN","m",27
"5216","right",6,4,60,"DN","m",27
"5217","left",6,4,61,"DN","m",27
"5218","left",6,4,62,"DN","m",27
"5219","right",6,4,63,"DN","m",27
"5220","right",6,4,64,"DN","m",27
"5221","left",6,4,65,"DN","m",27
"5222","right",6,4,66,"DN","m",27
"5223","left",6,4,67,"DN","m",27
"5224","right",6,4,68,"DN","m",27
"5225","right",6,4,69,"DN","m",27
"5226","left",6,4,70,"DN","m",27
"5227","right",6,4,71,"DN","m",27
"5228","right",6,4,72,"DN","m",27
"5229","right",6,4,73,"DN","m",27
"5230","right",6,4,74,"DN","m",27
"5231","left",6,4,75,"DN","m",27
"5232","left",6,4,76,"DN","m",27
"5233","left",6,4,77,"DN","m",27
"5234","left",6,4,78,"DN","m",27
"5235","left",6,4,79,"DN","m",27
"5236","right",6,4,80,"DN","m",27
"5237","left",6,4,81,"DN","m",27
"5238","left",6,4,82,"DN","m",27
"5239","left",6,4,83,"DN","m",27
"5240","left",6,4,84,"DN","m",27
"5241","left",6,4,85,"DN","m",27
"5242","left",6,4,86,"DN","m",27
"5243","left",6,4,87,"DN","m",27
"5244","left",6,4,88,"DN","m",27
"5245","left",6,4,89,"DN","m",27
"5246","left",6,4,90,"DN","m",27
"5247","left",6,4,91,"DN","m",27
"5248","right",6,4,92,"DN","m",27
"5249","right",6,4,93,"DN","m",27
"5250","right",6,4,94,"DN","m",27
"5251","left",6,4,95,"DN","m",27
"5252","left",6,4,96,"DN","m",27
"5253","right",6,4,97,"DN","m",27
"5254","left",6,4,98,"DN","m",27
"5255","left",6,4,99,"DN","m",27
"5256","left",1,1,0,"DN","m",27
"5257","right",1,1,1,"DN","m",27
"5258","left",1,1,2,"DN","m",27
"5259","right",1,1,3,"DN","m",27
"5260","left",1,1,4,"DN","m",27
"5261","right",1,1,5,"DN","m",27
"5262","right",1,1,6,"DN","m",27
"5263","left",1,1,7,"DN","m",27
"5264","left",1,1,8,"DN","m",27
"5265","right",1,1,9,"DN","m",27
"5266","left",1,1,10,"DN","m",27
"5267","right",1,1,11,"DN","m",27
"5268","right",1,1,12,"DN","m",27
"5269","right",1,1,13,"DN","m",27
"5270","right",1,1,14,"DN","m",27
"5271","right",1,1,15,"DN","m",27
"5272","right",1,1,16,"DN","m",27
"5273","right",1,1,17,"DN","m",27
"5274","right",1,1,18,"DN","m",27
"5275","right",1,1,19,"DN","m",27
"5276","left",1,1,20,"DN","m",27
"5277","right",1,1,21,"DN","m",27
"5278","right",1,1,22,"DN","m",27
"5279","left",1,1,23,"DN","m",27
"5280","right",1,1,24,"DN","m",27
"5281","right",1,1,25,"DN","m",27
"5282","right",1,1,26,"DN","m",27
"5283","left",1,1,27,"DN","m",27
"5284","right",1,1,28,"DN","m",27
"5285","right",1,1,29,"DN","m",27
"5286","right",1,1,30,"DN","m",27
"5287","left",1,1,31,"DN","m",27
"5288","right",1,1,32,"DN","m",27
"5289","right",1,1,33,"DN","m",27
"5290","right",1,1,34,"DN","m",27
"5291","right",1,1,35,"DN","m",27
"5292","right",1,1,36,"DN","m",27
"5293","right",1,1,37,"DN","m",27
"5294","right",1,1,38,"DN","m",27
"5295","right",1,1,39,"DN","m",27
"5296","right",1,1,40,"DN","m",27
"5297","right",1,1,41,"DN","m",27
"5298","right",1,1,42,"DN","m",27
"5299","right",1,1,43,"DN","m",27
"5300","right",1,1,44,"DN","m",27
"5301","right",1,1,45,"DN","m",27
"5302","right",1,1,46,"DN","m",27
"5303","right",1,1,47,"DN","m",27
"5304","right",1,1,48,"DN","m",27
"5305","right",1,1,49,"DN","m",27
"5306","right",1,1,50,"DN","m",27
"5307","right",1,1,51,"DN","m",27
"5308","right",1,1,52,"DN","m",27
"5309","right",1,1,53,"DN","m",27
"5310","right",1,1,54,"DN","m",27
"5311","right",1,1,55,"DN","m",27
"5312","right",1,1,56,"DN","m",27
"5313","right",1,1,57,"DN","m",27
"5314","right",1,1,58,"DN","m",27
"5315","right",1,1,59,"DN","m",27
"5316","right",1,1,60,"DN","m",27
"5317","right",1,1,61,"DN","m",27
"5318","right",1,1,62,"DN","m",27
"5319","right",1,1,63,"DN","m",27
"5320","right",1,1,64,"DN","m",27
"5321","right",1,1,65,"DN","m",27
"5322","right",1,1,66,"DN","m",27
"5323","right",1,1,67,"DN","m",27
"5324","right",1,1,68,"DN","m",27
"5325","right",1,1,69,"DN","m",27
"5326","right",1,1,70,"DN","m",27
"5327","right",1,1,71,"DN","m",27
"5328","right",1,1,72,"DN","m",27
"5329","right",1,1,73,"DN","m",27
"5330","right",1,1,74,"DN","m",27
"5331","right",1,1,75,"DN","m",27
"5332","down",1,1,76,"DN","m",27
"5333","down",1,1,77,"DN","m",27
"5334","down",3,1,0,"DN","m",27
"5335","down",3,1,1,"DN","m",27
"5336","left",4,4,0,"DN","m",27
"5337","left",4,4,1,"DN","m",27
"5338","down",4,4,2,"DN","m",27
"5339","down",4,4,3,"DN","m",27
"5340","left",3,5,0,"DN","m",27
"5341","left",3,5,1,"DN","m",27
"5342","left",3,5,2,"DN","m",27
"5343","right",3,5,3,"DN","m",27
"5344","down",3,5,4,"DN","m",27
"5345","left",3,5,5,"DN","m",27
"5346","down",3,5,6,"DN","m",27
"5347","left",3,5,7,"DN","m",27
"5348","down",3,5,8,"DN","m",27
"5349","down",3,5,9,"DN","m",27
"5350","left",3,5,10,"DN","m",27
"5351","down",3,5,11,"DN","m",27
"5352","down",3,5,12,"DN","m",27
"5353","left",3,5,13,"DN","m",27
"5354","down",3,5,14,"DN","m",27
